Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
  19.3	    150	 4637671	 101162	   -0.2	      1
  18.8	    179	 4642642	 102201	    2.3	      1
   8.2	     96	 899157	 101578	    9.7	      1
  14.1	    318	 4609395	 100891	    0.7	      1
  10.0	     70	 1705843	 102121	   -3.5	      1
   0.6	     79	      0	 100469	   11.7	      1
  10.3	    261	 1770662	 101096	    7.4	      1
  13.1	    291	 3791132	 100834	   -2.1	      1
   7.2	    234	 630861	 102182	    4.3	      1
   4.5	    305	      0	 101147	    7.4	      1
  13.1	    182	 3847877	 102106	    0.2	      1
  12.5	    159	 3231222	 100674	    6.7	      1
   4.1	    345	      0	 101683	   -2.7	      1
   3.5	    243	      0	 101453	   11.9	      1
   5.6	    190	      0	 101323	   12.5	      1
  12.7	    147	 3314912	 101933	   11.8	      1
  19.1	    175	 4574604	 100662	    2.2	      1
   9.2	    140	 1347530	 102240	    0.4	      1
  11.6	     46	 2556599	 102180	   11.0	      1
  11.1	    119	 2256229	 100775	    8.5	      1
  14.4	    331	 4462755	 100970	   10.0	      1
   9.2	    292	 1279859	 102212	    8.3	      1
   7.1	    147	 588501	 100728	    5.9	      1
   9.0	    287	 1231248	 100773	   -2.4	      1
   8.5	    323	 1005264	 100373	    6.8	      1
  19.4	    330	 4608258	 101977	    3.8	      1
  16.9	    110	 4709127	 101888	   -2.4	      1
   5.4	    149	      0	 101298	   -4.2	      1
  13.3	    345	 3887503	 100611	    5.9	      1
  10.0	    163	 1658866	 101720	    5.1	      1
   8.5	     53	 1058171	 100996	   -2.8	      1
   5.5	     85	      0	 101911	   10.3	      1
   5.3	     57	      0	 101974	   -0.8	      1
   9.9	    106	 1608821	 101031	    4.9	      1
  13.2	    177	 3895432	 101196	    0.5	      1
   4.5	    160	      0	 101859	   -0.3	      1
  11.6	     52	 2610156	 101393	    2.5	      1
   5.7	      8	      0	 101652	   -4.0	      1
  16.7	    296	 4420499	 101438	   14.0	      1
   8.3	      7	 930189	 101455	    9.8	      1
   3.8	    289	      0	 100537	    5.2	      1
   6.4	    334	 435739	 100618	    0.2	      1
   4.7	    344	      0	 101779	    7.3	      1
   7.0	    157	 562950	 101978	    6.3	      1
   7.5	     60	 686746	 100304	    3.0	      1
   7.5	    176	 677932	 100577	   13.7	      1
   5.2	    205	      0	 101679	   10.0	      1
   9.3	     64	 1353234	 101587	   -1.2	      1
   6.8	     74	 500022	 101030	   14.2	      1
  25.0	     69	 4618404	 101227	    1.1	      1
  12.3	    276	 3175298	 100735	   -2.7	      1
   3.4	    334	      0	 100451	   14.0	      1
  11.3	    248	 2391500	 102104	    5.5	      1
   5.0	     91	      0	 102078	    7.1	      1
   7.4	    213	 647527	 102088	   13.8	      1
   3.4	    212	      0	 100631	   14.0	      1
   5.3	     40	      0	 101117	    2.0	      1
   8.8	     30	 1106171	 102238	   13.1	      1
   6.3	    146	 404183	 101140	   12.0	      1
   6.3	    352	 423937	 101232	    0.9	      1
   2.6	     79	      0	 100367	    0.6	      1
   5.1	    181	      0	 101365	   -3.8	      0
  11.4	      4	 2474654	 101423	    1.6	      1
  11.5	    311	 2571778	 101093	   -1.0	      1
   7.8	    315	 799479	 101110	    3.2	      1
   1.9	    152	      0	 102194	   10.6	      1
   5.4	     37	      0	 101607	   10.8	      1
   9.8	    359	 1631975	 101515	   -2.9	      1
  17.8	    191	 4492097	 102185	   11.5	      1
  10.1	    360	 1682510	 100755	    7.7	      1
   3.9	    101	      0	 101232	    4.8	      1
  14.1	    241	 4559760	 101509	    5.4	      1
   4.6	    202	      0	 101284	   -4.8	      1
   7.2	     49	 649132	 102241	   -0.6	      1
   6.5	     13	 466950	 102179	    5.1	      1
  11.0	     56	 2219177	 102006	    8.9	      1
  10.8	    134	 2008480	 100888	   11.9	      1
   6.4	    114	 448881	 102188	   -3.4	      1
  13.0	    195	 3591416	 101921	    9.7	      1
   9.8	    275	 1542278	 101517	    6.7	      1
   4.3	    134	      0	 102159	   -3.6	      1
   3.9	    102	      0	 101067	   -3.3	      1
  24.1	     95	 4448280	 101916	   13.5	      1
   2.9	     44	      0	 102158	    9.7	      1
   5.8	    319	      0	 101152	    5.1	      1
  17.1	    176	 4451230	 101755	   12.9	      1
  21.2	    167	 4441122	 101530	   12.9	      1
   6.7	    335	 483126	 100959	   11.5	      1
  10.5	    139	 1958372	 101473	   -1.4	      1
  10.5	    194	 1891351	 101897	    7.5	      1
   8.7	    100	 1062591	 100770	   10.8	      1
  16.9	    147	 4650992	 100652	   -2.4	      1
   4.3	    359	      0	 102134	    1.3	      1
  14.0	    332	 4423620	 101698	   14.0	      1
   3.4	    227	      0	 100306	   -1.3	      1
   2.7	    218	      0	 101356	   13.4	      1
   7.7	    166	 743846	 101081	    6.1	      1
  10.8	     97	 2157963	 100979	   -3.3	      1
  17.7	    136	 4382722	 100907	   14.9	      1
  11.1	    322	 2344473	 102119	   -0.9	      1
   6.7	     86	 494936	 101174	   11.5	      1
  15.3	     30	 4454283	 100611	    9.5	      1
  13.2	     88	 3869238	 101817	   -0.1	      1
   7.9	     56	 794491	 100345	    8.2	      1
   4.7	     23	      0	 100964	    1.2	      1
   4.3	    301	      0	 102141	   -2.9	      1
  18.8	    188	 4454663	 100715	    9.8	      1
   8.7	    297	 1045936	 100329	   14.9	      1
  14.6	     58	 4664480	 101856	    0.1	      1
  14.5	    162	 4626171	 101181	    0.5	      1
  21.3	    216	 4540888	 102118	    8.3	      1
   1.7	    323	      0	 102078	    8.9	      1
  12.0	    160	 2810682	 101416	   13.3	      1
   3.4	    198	      0	 101346	   -4.0	      1
  12.8	     14	 3380737	 100709	   12.5	      1
   6.2	    104	 380173	 102244	   12.2	      1
   5.7	    344	      0	 101838	   -2.3	      1
   1.4	     50	      0	 102111	   -1.4	      1
   4.5	    305	      0	 100845	    8.1	      1
  13.1	    203	 3858420	 101145	   -2.9	      1
   3.6	      6	      0	 100336	   13.6	      1
   2.4	    321	      0	 101923	    8.6	      1
   5.6	    120	      0	 101125	    2.1	      0
  11.1	    304	 2297198	 102126	    6.5	      1
   6.4	    231	 447385	 101049	   -0.7	      1
  15.0	     34	 4745080	 101932	   -4.3	      1
   5.1	     31	      0	 100964	    4.8	      1
   9.8	     28	 1595220	 102056	   -0.5	      1
   5.5	    177	      0	 102191	   13.7	      1
  21.2	    337	 4439014	 102110	   14.7	      1
   6.1	    110	 393083	 101748	   -3.9	      1
   9.1	    224	 1212920	 100941	   11.0	      1
   8.9	    210	 1181490	 101474	    1.4	      1
  11.7	     81	 2572678	 101639	   14.9	      1
  17.4	    189	 4382767	 100486	   13.7	      1
  10.3	    126	 1780464	 101097	   11.1	      1
   5.8	    235	      0	 101821	   -2.6	      1
  17.8	    147	 4475306	 100721	    8.5	      1
   2.1	    182	      0	 101797	   -1.9	      1
  14.4	     67	 4459311	 101010	   10.3	      1
   1.8	     53	      0	 101985	   12.0	      1
  14.7	     98	 4623257	 101937	    2.7	      1
   7.7	     42	 763962	 100523	    5.4	      1
  10.2	    141	 1736809	 101736	    6.9	      0
  13.2	    239	 4000898	 101254	   -4.8	      1
  10.1	    102	 1688294	 101702	    9.4	      1
  13.6	    155	 4163799	 100392	    5.4	      1
   7.3	     43	 665916	 101195	    0.1	      1
   8.8	     37	 1125529	 101849	    4.8	      1
   6.6	     36	 483982	 101829	    8.7	      1
   9.8	    340	 1493401	 100409	   14.0	      1
  10.5	    193	 2026546	 102063	   -4.1	      1
   6.4	    113	 418132	 102053	   12.8	      1
   9.8	     18	 1559269	 101580	    4.3	      1
  11.8	    357	 2725935	 102159	    5.9	      1
  19.2	    306	 4483955	 101169	    9.2	      1
   2.3	    177	      0	 100893	   12.9	      1
  13.4	     53	 4174574	 102288	   -3.5	      1
   4.9	     87	      0	 102272	   12.7	      1
   6.6	     10	 477869	 100354	    1.7	      1
  13.7	    299	 4322502	 101045	    0.2	      1
  22.3	      2	 4487176	 101461	    9.8	      1
   8.4	    326	 989946	 101571	    2.5	      1
   9.5	    200	 1434947	 100803	    2.9	      1
   4.9	    197	      0	 102290	   -1.4	      1
  12.7	    168	 3394092	 100496	    1.1	      1
   7.3	    141	 649520	 101924	    9.7	      1
   6.7	     70	 504204	 101335	    3.8	      1
  14.7	    259	 4612509	 101913	    3.3	      1
  21.0	      8	 4476636	 101748	   11.3	      1
  13.0	     15	 3507769	 100883	   12.3	      1
   6.9	    325	 533001	 102096	    9.1	      1
  13.4	     35	 4029945	 101749	    4.5	      1
  11.9	    155	 2796982	 100302	   -0.9	      1
   7.8	    315	 763424	 100413	   11.9	      1
  13.6	      4	 4098508	 101443	   13.8	      1
   9.0	    300	 1212534	 101070	    2.2	      1
   1.9	    179	      0	 102284	   -3.0	      1
   4.4	    186	      0	 100358	   13.7	      1
   9.3	     47	 1384510	 101724	   -0.1	      1
   8.5	    300	 1022351	 100673	   -0.6	      1
  14.8	     93	 4586221	 102073	    5.3	      1
  11.2	    178	 2332549	 101203	    6.0	      1
   8.3	      1	 913065	 101945	   14.7	      1
   8.6	    148	 1048114	 100817	    9.1	      1
  15.5	     99	 4575432	 100969	    3.0	      1
   3.6	    274	      0	 101951	    7.1	      1
   8.4	    333	 1017134	 101097	   -0.2	      1
  11.9	    226	 2737626	 100477	    5.6	      1
  17.4	     74	 4457954	 102265	   13.9	      1
  13.9	      5	 4549972	 101366	   -1.1	      1
   4.2	    149	      0	 101526	   -3.3	      1
   2.8	     63	      0	 101373	   12.1	      1
   5.7	     51	      0	 101660	   14.2	      1
   3.2	    128	      0	 101725	    1.5	      1
   3.7	    278	      0	 101601	   12.3	      1
  10.8	    191	 2083169	 100624	    2.8	      1
   4.0	    181	      0	 101167	    4.8	      1
  19.6	    165	 4527917	 101111	    6.3	      1
  13.9	    335	 4509420	 100462	   -1.3	      1
  17.2	     47	 4520722	 100635	    5.4	      1
   4.7	    340	      0	 100616	   13.2	      1
   6.5	     49	 473711	 101792	   -2.4	      1
   9.4	    340	 1384745	 100636	    0.9	      1
  14.2	    154	 4528898	 100614	    4.8	      1
   7.4	    118	 647704	 100654	    9.5	      1
  11.5	    200	 2503495	 100563	    3.1	      1
   8.0	    140	 825131	 100547	    8.6	      1
   5.1	    337	      0	 101268	    8.5	      1
   6.8	    299	 537156	 100434	   -2.5	      1
   3.7	    203	      0	 102150	    6.1	      1
  13.7	    178	 4170920	 101664	   14.2	      1
   9.3	    153	 1367731	 100909	    1.2	      1
   2.4	     80	      0	 101046	    7.5	      1
   8.7	    163	 1109362	 101108	   -1.0	      1
  14.5	     22	 4594509	 101916	    4.4	      1
   9.6	    207	 1519869	 102202	    2.1	      1
  11.9	    147	 2752562	 101207	    9.6	      1
   1.8	    105	      0	 102144	   -1.6	      1
   5.5	    314	      0	 102143	    8.1	      1
  18.2	    130	 4447020	 101143	   11.4	      1
   3.4	     94	      0	 101842	    1.8	      1
   5.3	    107	      0	 101778	    9.3	      1
   7.1	    142	 581265	 101459	   12.6	      1
   4.0	     91	      0	 100617	   -2.5	      1
   6.9	     16	 540079	 100722	    7.8	      1
   7.1	    142	 607633	 100642	   -1.1	      1
  14.0	    266	 4547017	 100357	    3.0	      1
   8.2	     36	 891898	 101611	    9.4	      1
   5.2	     25	      0	 101664	   14.6	      1
  19.4	    155	 4577116	 100502	    1.6	      1
  17.5	    327	 4667305	 101713	   -0.5	      1
  13.6	    253	 4206123	 101683	    3.4	      1
   3.2	     58	      0	 101750	   -4.8	      1
  21.2	    134	 4683209	 101141	   -2.9	      1
   9.8	     26	 1594508	 100739	    2.0	      1
   6.4	    186	 439842	 100459	    4.2	      1
   5.3	    352	      0	 101552	   -3.2	      1
   4.3	    115	      0	 101099	   12.5	      1
  10.5	    262	 1964763	 102065	   -1.1	      1
  14.0	    331	 4657470	 100954	   -1.9	      1
   5.0	     26	      0	 100532	   11.5	      1
  19.7	     35	 4679414	 100766	   -3.7	      1
  16.0	     52	 4504002	 100331	    5.6	      1
   6.4	     53	 427376	 101347	    9.9	      1
  13.3	     50	 3985649	 101211	   -3.5	      1
   2.9	    152	      0	 101580	   14.3	      1
  11.2	     53	 2345514	 102253	    7.6	      1
  12.8	    356	 3507983	 102199	    7.8	      1
  15.8	     24	 4514924	 101278	    7.5	      1
   9.9	    289	 1598677	 100438	    1.1	      1
   9.7	     33	 1508660	 100387	    7.3	      1
   9.8	     70	 1555340	 101508	    3.1	      1
  10.4	    295	 1881816	 101870	    3.5	      1
   1.5	    209	      0	 102086	   -4.1	      1
   4.5	     62	      0	 101453	    8.3	      1
  18.2	     95	 4472714	 102077	   12.4	      1
   8.6	    343	 1079388	 101012	   -1.2	      1
   8.0	     94	 879775	 102146	   -1.9	      1
   7.6	     10	 708549	 102187	   14.7	      1
   6.3	     28	 400116	 101739	   10.0	      1
   9.9	    102	 1585636	 102045	   12.5	      1
  11.1	    290	 2293068	 101311	    5.9	      1
   6.8	    135	 520835	 102110	    5.1	      1
   4.5	     72	      0	 102241	    9.0	      1
   6.5	    330	 435364	 100529	   13.3	      1
  11.8	     21	 2739447	 101129	    0.2	      1
   2.5	     54	      0	 100949	   -1.1	      1
  21.4	     54	 4473345	 100555	    8.1	      1
  12.1	    135	 2981503	 102179	    1.6	      1
  12.7	    113	 3443979	 102266	    4.1	      1
   5.8	     71	      0	 100529	    4.9	      1
   9.5	     97	 1459247	 101508	   -1.8	      1
  10.2	     61	 1745082	 102197	    7.8	      1
   9.1	    113	 1239829	 101211	   10.2	      1
   2.3	    206	      0	 102237	    8.7	      1
  15.9	      0	 4680624	 101029	   -3.1	      1
   6.2	     79	 404867	 100798	   -0.3	      1
   8.9	    319	 1188623	 100908	   -0.9	      1
   3.8	    204	      0	 100393	   -0.3	      1
   4.4	     77	      0	 101812	   13.9	      1
   1.4	    186	      0	 101421	   -1.6	      1
   9.2	    340	 1267142	 100858	    9.5	      1
   9.7	     15	 1537840	 100769	   -4.5	      1
   9.1	    351	 1252807	 102223	    7.1	      1
   9.6	    126	 1448452	 102113	    8.6	      1
   5.4	    189	      0	 101743	   -1.0	      1
  14.4	     83	 4436306	 102034	   14.6	      1
  11.9	     34	 2738065	 101617	    9.9	      1
   4.5	    338	      0	 101031	    7.6	      1
   3.0	    340	      0	 100734	   -2.0	      1
   6.2	    265	 384820	 101918	    8.8	      1
  18.3	      6	 4369142	 100434	   14.5	      1
   9.6	    228	 1497807	 100729	    1.9	      1
  10.0	     95	 1672143	 101045	   -0.8	      1
  21.8	     60	 4441417	 101094	   11.7	      1
  13.7	     71	 4343541	 102287	    0.8	      1
   1.3	    166	      0	 102167	    8.8	      1
   9.4	    152	 1348547	 100565	   13.6	      1
   6.0	    148	      0	 100465	    3.8	      1
  15.0	     91	 4665360	 101931	    0.2	      1
  10.0	    228	 1648715	 100798	    1.5	      1
   9.2	    106	 1285888	 102171	    6.7	      1
   4.8	    303	      0	 100860	   11.8	      1
   2.5	    171	      0	 101694	   -4.8	      1
   6.6	    105	 471589	 101759	    4.5	      1
  11.5	    174	 2407886	 100915	   13.8	      1
  15.6	     68	 4701797	 101750	   -2.4	      1
   2.6	     14	      0	 101545	   10.0	      1
  12.2	    323	 3075013	 100955	   -0.8	      1
   2.1	     11	      0	 101835	    2.5	      1
  12.4	    178	 3227496	 100563	   -3.3	      1
   8.9	     73	 1173231	 101581	    8.3	      1
   4.7	    340	      0	 100901	   11.0	      1
   6.5	    228	 456127	 102151	    9.5	      1
   4.0	    185	      0	 101458	    1.1	      1
   6.3	      5	 434420	 102194	   -3.7	      1
  17.9	    168	 4412662	 100535	   11.9	      0
   6.4	    193	 431573	 100841	    5.7	      1
   7.9	    216	 819473	 101013	    3.5	      1
  16.4	     19	 4595096	 101980	    4.6	      1
   3.2	    293	      0	 101715	    0.9	      1
   3.8	    312	      0	 101616	    6.5	      1
   2.7	    346	      0	 101144	   10.2	      1
  12.1	    298	 2997708	 102278	    3.8	      1
  11.1	    338	 2348912	 101466	   -0.5	      1
   5.1	    333	      0	 101162	   -3.2	      1
   8.7	    183	 1089427	 101233	    5.6	      1
  11.3	    158	 2465565	 102116	    2.9	      1
  15.4	    303	 4679888	 100840	   -3.5	      1
  11.5	    268	 2503379	 101571	   10.1	      1
   4.7	    109	      0	 100369	   -2.3	      1
  10.0	    352	 1675129	 101954	    5.8	      1
   1.6	    297	      0	 101934	   -1.4	      1
   7.9	     74	 782846	 100957	   14.1	      1
   9.0	    205	 1196059	 101893	   13.9	      1
  11.7	     73	 2673266	 101808	    3.7	      1
  14.4	    167	 4683760	 101824	   -1.1	      1
   7.2	    262	 620464	 101406	    2.3	      1
   4.2	     97	      0	 100977	   13.1	      1
  12.0	    306	 2831627	 102199	   14.8	      1
   9.4	    350	 1366967	 101454	    9.1	      1
   0.8	     88	      0	 101207	   -2.1	      1
  13.4	     12	 4169247	 101757	   -4.3	      1
   2.9	     84	      0	 102103	    9.7	      1
  13.7	    141	 4310565	 100426	   -0.0	      1
  12.2	     22	 2962200	 100567	    9.5	      1
   4.4	    161	      0	 101671	    3.1	      1
  23.5	    211	 4684669	 101920	   -0.9	      1
   3.4	    204	      0	 101045	    6.5	      1
   7.5	     55	 696495	 100458	    7.0	      1
  19.3	    104	 4526306	 101453	    7.3	      1
   5.6	    111	      0	 101510	   10.2	      1
  24.2	    325	 4450818	 101376	   11.9	      1
  17.7	    136	 4545349	 101564	    6.5	      1
   5.8	    328	      0	 101187	    7.9	      1
   8.7	    302	 1112414	 102079	    1.6	      1
   9.2	    347	 1294402	 100948	    7.8	      1
  18.3	    189	 4575222	 101512	    4.5	      1
  11.7	    333	 2609905	 101336	   10.9	      1
   8.1	    279	 873930	 100544	    4.9	      1
   3.6	    327	      0	 100778	   12.8	      1
   8.2	     31	 908842	 101395	    8.4	      1
  12.9	    289	 3510300	 100501	    9.7	      1
   1.8	    156	      0	 101208	   -3.3	      1
  11.9	    319	 2787072	 101374	    8.3	      1
   6.3	    185	 421867	 102231	   -3.0	      1
  16.5	     41	 4601774	 102066	    4.4	      1
   6.5	    326	 456461	 101631	    8.4	      1
   3.3	    343	      0	 102167	    2.8	      1
  10.7	    173	 2061255	 101525	    4.9	      1
   1.8	    300	      0	 101353	   10.1	      1
   6.2	     27	 399603	 100717	    3.1	      1
   9.2	    232	 1326475	 101151	    1.2	      1
   5.4	    148	      0	 100577	    5.4	      1
  19.7	    195	 4695874	 101370	   -3.0	      1
  19.5	    127	 4676017	 100522	   -4.2	      1
  10.1	    293	 1661359	 102029	   11.3	      1
   6.1	    325	 390803	 101686	   -3.8	      0
  15.0	    109	 4650857	 101563	    0.1	      1
   1.8	    315	      0	 101285	   10.1	      1
  15.1	    325	 4502933	 101929	   10.1	      1
   9.8	    161	 1542153	 101401	    9.5	      1
   5.9	    186	      0	 101916	    7.4	      1
   2.9	     46	      0	 100464	   -2.4	      1
  17.3	     86	 4621788	 100376	   -1.4	      1
   3.3	     95	      0	 101083	    1.6	      1
  11.0	    354	 2169628	 100904	    7.4	      1
   9.0	     16	 1188216	 100510	   12.7	      1
  18.6	     86	 4580347	 100980	    2.7	      1
  13.2	    348	 3789546	 101832	    7.4	      1
  12.0	    265	 2899269	 101335	    2.2	      1
   9.8	     82	 1521236	 101766	   14.9	      1
   1.2	    283	      0	 102216	   -2.2	      1
   1.9	    248	      0	 101019	    9.3	      1
   7.7	     63	 787519	 102107	   -0.9	      1
   4.4	     23	      0	 101082	    5.5	      1
   5.9	     27	      0	 101188	    7.3	      1
   8.2	    331	 949955	 101194	   -2.6	      1
   9.9	    295	 1608657	 102155	    7.0	      1
   8.4	      2	 1012451	 100438	   -0.8	      1
   5.4	    111	      0	 101742	    4.2	      1
   0.9	     57	      0	 102012	   13.5	      1
   6.0	    356	      0	 100517	   -2.3	      1
   8.2	    127	 882727	 101269	   11.2	      1
   3.3	      9	      0	 101898	    3.5	      1
  18.9	     94	 4656066	 100614	   -2.8	      1
  11.6	    179	 2670461	 101051	   -4.2	      1
   6.3	     65	 411120	 101030	   10.8	      1
  11.5	     63	 2582445	 102013	   -1.5	      1
   2.8	    151	      0	 102065	   -4.8	      1
   9.6	    208	 1497224	 101579	    4.2	      1
   8.3	     73	 920154	 101831	   11.0	      1
   2.3	    100	      0	 101383	    4.3	      1
  14.4	    158	 4502115	 100340	    5.7	      1
  26.8	      2	      0	 101893	    9.1	      1
   1.2	     75	      0	 102052	    3.7	      1
  14.0	    339	 4468529	 101960	   10.3	      1
   9.8	     51	 1599501	 102258	    2.8	      1
   1.5	    303	      0	 101670	    0.1	      1
   5.6	     39	      0	 100912	    6.4	      1
  11.7	    114	 2737267	 101575	   -3.7	      1
   8.1	     26	 878829	 101845	   10.3	      1
   4.7	    126	      0	 102018	   14.0	      1
   3.1	    276	      0	 100778	   -4.0	      1
   3.6	      5	      0	 101767	   12.5	      1
  11.2	    334	 2327808	 101201	    3.5	      1
   4.6	     96	      0	 102047	   13.3	      1
   6.6	    298	 502800	 102246	   -2.3	      1
  16.7	    332	 4651908	 101829	    0.8	      1
   7.7	    182	 790951	 100537	   -4.3	      1
   5.9	    199	      0	 100619	    8.8	      1
  14.6	     80	 4628764	 100900	   -0.4	      1
   5.1	     32	      0	 101785	    3.7	      1
   9.6	    170	 1523828	 100770	   -2.7	      1
  11.0	     96	 2212559	 102121	   10.5	      1
   6.3	    194	 437390	 101471	   -4.7	      1
   8.9	     82	 1166520	 101714	    4.0	      1
   2.5	     40	      0	 102250	   10.3	      1
   6.9	    165	 553509	 101806	    6.2	      1
   9.6	      2	 1519428	 101875	   -3.9	      1
  16.1	    136	 4501595	 100785	    7.0	      1
   3.4	    289	      0	 100433	    4.7	      1
   5.2	    254	      0	 102237	   14.6	      1
  21.8	    138	 4705699	 101509	   -3.2	      1
  10.0	    358	 1611864	 100418	   10.9	      1
   4.3	    337	      0	 101913	   -1.4	      1
   9.2	    110	 1324048	 101380	    1.0	      1
   6.9	    174	 576858	 101915	   -5.0	      1
   8.0	      1	 872767	 101716	   -0.5	      1
   4.9	     15	      0	 101830	   -3.0	      1
   4.6	     87	      0	 100344	   -2.1	      1
  10.6	     44	 2026520	 100596	   -4.9	      1
   7.2	    107	 604019	 101600	   10.5	      1
   7.5	    198	 727012	 102155	   -0.4	      1
   9.5	     62	 1430701	 101377	    4.2	      1
   6.5	     80	 461334	 100452	   -3.5	      1
   9.1	    119	 1242265	 100533	    4.6	      1
   6.8	     61	 528170	 101679	    8.3	      1
   3.1	    189	      0	 102061	    5.4	      1
   7.2	    208	 610734	 100687	   10.7	      1
  12.0	    335	 2799716	 101976	   12.6	      1
   6.7	    155	 483603	 100755	   12.9	      1
   8.9	     22	 1133715	 101542	   12.8	      1
   9.6	    120	 1420123	 101807	   14.0	      1
  15.9	     91	 4511205	 100831	    6.5	      1
   6.2	    350	 383164	 101568	   14.9	      1
   2.3	    115	      0	 100777	   -3.2	      1
   4.4	    344	      0	 100359	    5.7	      1
   9.7	    288	 1487622	 101727	   10.3	      1
   1.8	     74	      0	 102188	    8.1	      1
  22.3	    113	 4630314	 101221	    0.4	      1
   8.5	     35	 1051979	 100902	   -4.1	      1
   5.8	    127	      0	 100457	    5.0	      1
   9.4	     14	 1409852	 101556	   -4.3	      1
  10.0	    138	 1647614	 100474	    1.4	      1
   5.4	    171	      0	 100891	    1.3	      1
   0.4	     36	      0	 101704	   13.7	      1
   7.4	      2	 661678	 100524	   10.5	      1
  12.2	    120	 3017802	 102018	    5.1	      1
   7.4	    284	 700745	 100667	   -4.0	      1
  11.3	     76	 2377434	 100814	    7.9	      1
   9.0	    190	 1217161	 100703	    0.2	      1
  15.1	    136	 4498466	 102188	   11.1	      1
  11.4	     66	 2404736	 100714	    8.6	      1
   2.8	    348	      0	 101594	    4.0	      1
   9.2	    220	 1236215	 101838	   14.7	      1
   7.9	     55	 815530	 101032	    4.8	      1
  13.6	    305	 4267990	 102096	   -0.0	      1
  11.5	    134	 2473731	 101120	    6.8	      1
   9.0	    291	 1241989	 102087	    3.8	      1
   4.1	    199	      0	 101265	    7.7	      1
  14.1	    200	 4731962	 101734	   -4.1	      1
  13.0	    150	 3471834	 100365	   14.7	      1
   2.2	     94	      0	 101653	   -0.7	      1
   8.2	    241	 899418	 101794	    8.4	      1
   5.9	    189	      0	 100758	   -2.3	      1
   3.7	     98	      0	 101547	   13.4	      1
   8.5	    147	 1058495	 101422	   -2.3	      1
  15.5	    103	 4605111	 101306	    2.1	      1
   9.0	    176	 1202060	 102295	   13.7	      1
   4.8	     48	      0	 102031	    9.0	      1
  12.4	     24	 3134382	 101743	    7.4	      1
   8.4	    301	 1014716	 101013	   -2.0	      1
   3.7	    179	      0	 101557	    2.7	      1
   9.4	    281	 1372720	 101681	    4.8	      1
   8.4	    196	 975786	 100756	    4.0	      1
   4.7	     53	      0	 101101	    4.3	      1
  10.3	    244	 1868728	 101629	    0.5	      1
  12.1	     85	 2908530	 102001	    7.4	      1
  12.9	    299	 3590077	 101836	    6.6	      1
