Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   5.8	    326	 373829	 101405	    6.9	      1
  11.0	     81	 2437714	 100659	    7.3	      1
   8.1	     33	 982225	 101818	   11.2	      1
  13.7	    316	 4801862	 101751	   10.9	      1
   1.3	     74	      0	 101307	    0.5	      1
   8.6	    130	 1232107	 101582	   -2.5	      1
   9.8	    162	 1841303	 102189	   -2.9	      1
   7.2	     71	 687285	 100413	    6.1	      1
   4.9	    176	 223345	 101154	   -0.5	      1
  16.6	     55	 6180967	 101791	   14.3	      1
  10.7	    358	 2398635	 101390	   -3.2	      1
   3.1	    343	      0	 100817	    1.4	      1
   6.3	    204	 470695	 100760	    5.6	      1
  12.1	    171	 3292601	 101932	    9.9	      1
   2.4	     56	      0	 101749	    3.4	      1
  12.0	    184	 3308417	 100684	   -2.8	      1
  17.6	     96	 6347776	 101311	    5.4	      1
  15.8	    344	 6534134	 102232	   -0.1	      1
  16.7	    209	 6251397	 100503	    7.4	      1
  13.6	    140	 4826801	 102015	    1.4	      1
  11.8	     20	 2988146	 101007	   14.0	      1
   3.7	    303	      0	 101625	   12.8	      1
   3.2	    107	      0	 101552	   -4.2	      1
  12.9	     73	 3899699	 101297	   12.0	      1
   6.8	    337	 568932	 100996	    9.6	      1
   8.8	    359	 1221921	 101103	   14.3	      1
  12.2	     70	 3436014	 102040	    6.4	      1
  12.8	    359	 4088084	 102095	   -4.3	      1
  16.6	    190	 6422149	 101069	    1.5	      1
  10.1	     25	 1915062	 100845	    5.7	      1
  12.9	     42	 4123995	 101843	    3.2	      1
  12.9	    182	 4096543	 100673	   -0.1	      1
   2.0	    250	      0	 100948	   14.4	      1
   5.2	     19	 266888	 101388	   -0.1	      1
  12.2	      3	 3339822	 101828	   10.6	      1
   4.9	    147	 223042	 101732	   -1.8	      1
  22.2	    172	 6421312	 100780	    0.8	      1
  15.3	    109	 6465217	 100417	   -2.1	      1
  10.9	     20	 2486249	 100337	   -3.8	      1
   7.2	    316	 679735	 101113	    9.3	      1
   5.4	    180	 293946	 100737	    1.6	      1
   7.5	    172	 769898	 101077	    7.8	      1
   7.5	     70	 766711	 101023	   10.1	      1
  10.9	     66	 2419553	 102131	    8.4	      1
   4.1	     30	 133040	 101766	   -4.3	      1
   1.7	     56	      0	 101591	    1.3	      1
   2.7	    130	      0	 101682	   -4.6	      1
  17.7	    201	 6521366	 101921	   -0.4	      1
   8.0	     74	 976758	 102193	    7.0	      1
   6.9	     94	 604537	 101868	   13.8	      1
  18.7	     66	 6254744	 102035	   11.6	      1
   1.1	    245	      0	 100548	   14.0	      1
   3.0	    146	      0	 101298	   -1.5	      1
   3.4	     53	      0	 102200	   14.2	      1
  12.7	     70	 3802826	 101809	   13.0	      1
   7.1	     37	 695477	 102049	    1.8	      1
   5.7	    103	 349983	 101865	    0.8	      1
   1.3	    316	      0	 100829	   -3.6	      1
   8.4	      7	 1097949	 100569	   10.3	      1
   2.8	     21	      0	 101419	   -4.7	      1
   4.7	    354	 195994	 101280	    6.4	      1
   7.7	     88	 839412	 101378	    6.6	      1
   1.3	     49	      0	 101848	    4.1	      1
  21.3	    161	 6474171	 101973	    1.7	      0
   8.9	     94	 1366037	 101844	   -2.0	      1
   3.8	    196	      0	 101024	    1.4	      1
   3.9	    335	      0	 101221	    9.2	      1
   7.1	     53	 681229	 101276	    2.4	      1
  10.2	     93	 2029130	 102133	    4.1	      1
   8.2	    354	 1059202	 102080	    5.7	      1
   9.1	     99	 1376237	 101205	    9.7	      1
   5.5	    275	 327260	 101401	   -3.7	      1
  14.6	    238	 5977949	 100684	   -1.7	      1
   4.3	     62	 156440	 101512	   -4.2	      1
   3.3	      9	      0	 100545	    9.1	      1
  13.1	    173	 4211051	 101783	    7.0	      1
  11.7	    313	 3095613	 102050	   -1.0	      1
   9.0	    204	 1363520	 100721	    6.9	      1
   8.8	     20	 1334907	 100311	   -4.4	      1
  14.9	    281	 5969401	 100879	   13.7	      1
  20.2	    316	 6260215	 101638	   10.2	      1
  14.8	    196	 6285838	 100526	   -3.3	      1
   7.7	     83	 866631	 100812	   -2.4	      1
   8.7	     82	 1287360	 100693	   -3.1	      0
   9.6	    264	 1691018	 100882	   -3.8	      1
  19.1	    308	 6428313	 100800	    0.5	      1
   6.2	    309	 441616	 100901	    7.0	      1
   1.1	    339	      0	 101236	   -4.5	      1
   5.9	    335	 398702	 100616	   -0.7	      1
  12.5	    142	 3561833	 102154	   14.3	      1
  18.5	     29	 6273975	 101144	    8.2	      1
   1.9	    235	      0	 101441	   12.3	      1
   8.2	     47	 1021078	 101938	    8.1	      1
   5.0	    179	 226791	 101460	    7.6	      1
   2.2	    158	      0	 101680	   -1.8	      1
   9.3	    323	 1525970	 101751	    6.3	      1
   6.0	    119	 399532	 101665	    6.7	      1
   5.5	    237	 307615	 101109	    5.0	      1
   6.5	      6	 531086	 100591	   -1.7	      1
   4.9	      7	 223218	 100379	    4.1	      1
  13.4	    322	 4470806	 101895	    7.8	      1
  12.5	     47	 3526565	 100509	   12.8	      1
   9.9	    131	 1787729	 101865	   12.8	      1
   5.6	    187	 333022	 100560	    7.5	      1
   4.0	     50	 118127	 100567	   12.6	      1
   8.9	    186	 1322256	 101699	    2.8	      1
   4.5	    143	 182278	 101194	   -3.9	      1
  13.5	    165	 4639154	 100774	    0.2	      1
  13.1	    214	 4115128	 100429	    7.9	      1
   7.4	    224	 737604	 101317	   14.6	      1
   4.6	     26	 186796	 101701	   -5.0	      1
   3.9	    115	      0	 100399	   14.9	      1
  26.9	    218	      0	 101337	   -4.3	      1
  20.9	     87	 6325126	 101225	    6.2	      1
  15.4	     52	 6439522	 102096	    3.6	      1
  10.5	     29	 2134995	 100630	    6.0	      1
   5.9	     17	 383426	 101435	    8.2	      1
   4.3	    154	 143137	 100640	    9.8	      1
   7.3	     70	 701206	 100900	   12.6	      1
   3.6	    166	      0	 100406	   14.7	      1
   5.1	     27	 250970	 101628	   -2.9	      1
   6.5	    271	 506829	 101095	    7.9	      1
  11.2	    314	 2533982	 101440	   14.1	      1
   7.9	    344	 968968	 101713	   -2.6	      1
   6.8	    188	 614404	 101219	   -3.1	      1
   4.0	    245	 123443	 101604	    6.3	      1
  14.3	    355	 5699327	 101195	   -2.0	      1
  13.3	    213	 4498801	 101252	    0.4	      1
   5.4	    315	 289674	 100883	   11.9	      1
   8.8	     76	 1341675	 100992	   -4.1	      1
  14.0	    161	 5201801	 102273	    5.4	      1
  14.5	    169	 5899998	 101845	   -1.0	      1
   8.1	    320	 975512	 101680	   11.5	      1
   6.8	    227	 612173	 101985	   -0.4	      1
  14.0	    319	 5038783	 101270	    9.9	      1
   7.6	      6	 800660	 100859	   12.7	      1
  13.3	     60	 4300175	 101078	   12.1	      1
   2.4	    161	      0	 101354	    7.6	      1
  10.0	     78	 1867626	 101417	    3.5	      1
   4.3	    104	 148513	 100457	   -4.1	      1
   7.6	    216	 813361	 101670	    7.3	      1
  20.3	    114	 6297722	 101501	    8.1	      1
   8.0	    143	 958969	 100857	    8.4	      1
   3.2	    113	      0	 101198	    3.9	      1
  11.7	     97	 2964407	 101589	    7.2	      1
   4.4	    250	 167748	 101522	    2.6	      1
   4.9	     92	 219540	 101482	    0.7	      1
   8.3	     16	 1130385	 101083	   -4.9	      1
   5.8	    201	 363439	 100468	   12.1	      1
  11.4	    152	 2833091	 101449	    4.5	      1
   5.3	    308	 278446	 101471	    2.5	      1
   4.3	    140	 157790	 101757	   -1.0	      1
  16.0	    329	 6571175	 101663	   -3.1	      1
  15.2	    190	 6450969	 101599	    1.7	      1
   5.1	    289	 254902	 101671	    6.7	      1
   6.0	     57	 389150	 101065	   10.2	      1
   1.7	     82	      0	 101849	   13.0	      1
   6.4	     62	 487496	 101628	   10.4	      1
   8.6	     35	 1157408	 102178	   14.5	      1
  13.8	    200	 4822484	 101087	   14.2	      1
   5.2	    137	 270505	 101426	   -3.0	      1
   6.7	    235	 580377	 101843	    3.0	      1
  18.0	    153	 6155979	 101124	   13.5	      1
  13.8	    240	 5114705	 101685	   -0.4	      1
   8.2	    301	 1068250	 100897	   -3.5	      1
  13.1	    340	 4109882	 102156	   13.6	      1
   5.2	     78	 264538	 100642	    7.5	      1
  13.0	     51	 4323722	 102225	   -3.2	      1
  21.1	      4	 6512142	 101537	   -1.0	      1
  16.2	    123	 6514465	 101624	   -0.9	      1
  10.1	      4	 1920323	 101312	    6.2	      1
  12.8	    188	 3865107	 101911	   12.7	      1
  17.1	    319	 6509359	 102162	    0.8	      1
  10.9	    209	 2490615	 101936	    3.1	      1
   5.1	    164	 243459	 102293	    7.8	      1
  11.6	    191	 2985822	 101818	    3.8	      1
  11.1	    162	 2612832	 100410	   -4.0	      1
  15.6	    310	 6223340	 102117	   13.2	      0
   2.0	    164	      0	 100876	   14.9	      1
   7.0	    191	 633410	 100484	    7.3	      1
   3.7	     67	      0	 101034	   -4.7	      1
   8.5	    146	 1149110	 101763	   12.5	      1
   7.4	     25	 735798	 101201	   10.0	      1
   4.6	    203	 188295	 100551	   -0.6	      1
  10.4	     53	 2129583	 100821	    3.4	      1
  14.8	    126	 6017010	 102178	   12.1	      1
  11.5	     33	 2819444	 102265	   11.2	      1
   7.6	    316	 831465	 100804	    6.2	      1
   9.9	    165	 1885608	 101147	   -1.9	      1
  10.3	     46	 1994878	 100317	   12.4	      0
   8.2	    113	 1032939	 100556	    6.6	      1
   3.2	    200	      0	 101302	    6.1	      1
  11.9	    337	 3169289	 101237	    5.0	      1
  17.5	     20	 6326504	 100615	    4.4	      1
  14.5	    326	 5903932	 101420	   -4.2	      1
   9.2	    260	 1457161	 100624	    6.1	      1
   7.4	    136	 763469	 101540	    8.0	      1
   3.3	    312	      0	 101541	    7.8	      1
  10.4	      8	 2096307	 101907	    8.6	      1
  13.5	     95	 4747831	 101043	   -1.6	      1
  17.6	    188	 6297362	 101040	    6.9	      1
  13.5	    166	 4575084	 102205	   13.8	      1
   2.6	    341	      0	 100609	    1.2	      1
   0.9	    141	      0	 100830	   13.0	      1
   3.9	    144	      0	 101671	    7.5	      1
  12.3	    202	 3522942	 101439	    2.3	      1
   7.0	     83	 637706	 101516	   11.7	      1
   9.3	    164	 1543163	 102069	   -1.6	      1
  11.9	      9	 3159786	 100679	    4.4	      1
  11.2	     83	 2599227	 101055	   10.9	      1
  12.5	     82	 3695154	 100929	    4.4	      1
   2.3	    306	      0	 101011	   12.1	      1
   7.7	     45	 841882	 100693	   13.2	      1
   7.7	    298	 874102	 101385	   -0.6	      1
   7.3	    294	 705619	 101339	   12.7	      1
   5.0	    160	 239477	 101422	   -0.7	      1
  17.2	     33	 6289474	 100624	    6.1	      1
   4.5	     59	 176331	 101843	    6.4	      1
  11.7	    126	 3067015	 101647	   -0.9	      1
  19.5	      8	 6575601	 101659	   -3.3	      1
  20.2	     45	 6488734	 101990	    1.2	      1
   1.8	     17	      0	 101143	   -5.0	      1
   9.9	     40	 1908030	 101886	   -1.8	      1
   4.3	    166	 156722	 101776	   -1.8	      1
   8.3	    174	 1073147	 100789	    3.4	      1
  10.5	     34	 2222110	 102000	   -0.9	      1
  10.0	     81	 1864740	 101054	    5.6	      1
   9.7	    252	 1772486	 101341	   -2.3	      1
   6.0	    155	 423985	 101038	   -1.9	      1
  10.3	    319	 2121234	 102151	   -3.8	      1
   7.0	    272	 636731	 101649	   12.0	      1
  14.5	     48	 5516123	 101317	   14.9	      1
   8.7	    169	 1178513	 100409	   12.5	      1
   2.3	    329	      0	 101057	    9.6	      1
   4.2	     47	 137647	 102112	   10.9	      1
  11.6	    323	 2872516	 100612	   11.2	      1
   8.4	    333	 1119233	 100913	    0.7	      1
   1.0	    279	      0	 100357	    2.7	      0
  10.5	      2	 2248804	 101012	   -0.9	      1
  18.0	     21	 6512689	 101374	   -1.5	      1
   9.0	     79	 1370975	 100544	   -0.8	      1
   4.9	    110	 232900	 101286	   -4.5	      1
   1.6	     57	      0	 100954	   -0.8	      1
   9.8	    173	 1766420	 101262	    9.7	      1
  16.9	     32	 6538444	 100774	   -4.2	      1
  13.4	    294	 4458980	 102043	   11.6	      1
   7.1	    200	 679462	 102209	    4.8	      1
   8.4	    294	 1137658	 100581	   -3.0	      1
  14.3	    304	 5523463	 101645	    3.2	      1
   7.2	    183	 692725	 100428	    9.4	      1
   7.2	    135	 708338	 101638	    4.4	      1
  15.0	     38	 6239659	 101810	   11.6	      1
  10.7	    116	 2373599	 101556	    0.3	      1
   6.6	    202	 554510	 101047	    3.1	      1
   3.8	    233	      0	 100312	   -1.4	      1
  12.4	    287	 3561093	 102056	    6.9	      1
   5.8	    107	 364611	 101005	    4.3	      1
  12.5	    287	 3601930	 101741	   12.9	      1
   3.5	    283	      0	 101408	   -1.7	      1
   2.0	    180	      0	 102137	   12.7	      1
   3.3	    354	      0	 100440	   -3.4	      1
  13.2	    353	 4512949	 101414	   -4.0	      1
   6.7	     97	 577715	 101204	    0.1	      1
   4.7	    118	 202450	 101913	   -2.5	      1
   8.0	    210	 974279	 100339	   -0.5	      1
  15.5	     25	 6169049	 100586	   11.4	      1
  16.2	    106	 6406663	 102078	    4.9	      1
   7.7	     25	 867155	 100832	    1.1	      1
   8.0	    193	 1000694	 102041	    0.2	      1
   6.4	      3	 497351	 100858	   -2.7	      1
   7.4	    327	 739449	 100658	   10.1	      1
   2.3	    283	      0	 101279	   -0.3	      1
   2.7	    198	      0	 100508	   12.5	      1
  10.9	    321	 2479896	 101662	    3.4	      1
   6.5	    300	 513943	 101532	    2.0	      1
  16.5	    297	 6222765	 100651	    9.1	      1
  10.6	     18	 2339319	 101815	   -1.9	      1
   6.8	    126	 604113	 101324	    4.6	      1
   4.3	    300	 145252	 100702	   14.9	      1
   2.7	      6	      0	 101948	   14.4	      1
  12.2	     42	 3394767	 100568	    4.2	      1
   5.8	    267	 372666	 102190	    4.5	      1
   3.3	    176	      0	 101633	   12.1	      1
  14.8	     54	 6094984	 100379	    4.1	      1
   2.3	    253	      0	 101135	   -3.9	      1
  10.3	    207	 2070227	 101623	    7.7	      1
   3.1	    131	      0	 100976	   -2.2	      1
   3.1	    108	      0	 100903	   -1.6	      1
   7.4	    276	 762399	 102261	    9.5	      1
  19.2	     85	 6141553	 101025	   13.9	      1
   2.4	     12	      0	 100361	    4.0	      1
  11.0	    358	 2552548	 101810	    4.1	      1
   8.2	     91	 1088016	 101580	   -2.8	      1
  17.9	    296	 6267692	 102134	   11.3	      1
  12.1	    106	 3205597	 100872	   11.6	      1
   7.2	    198	 712987	 101185	   -3.3	      1
  12.8	     83	 3944972	 101432	    7.9	      1
  11.6	      6	 2988676	 101173	   -0.7	      1
  10.2	    216	 2086280	 101250	   -2.9	      1
  14.2	     44	 5217256	 100660	   13.7	      1
  10.5	     11	 2187368	 101471	    5.1	      1
   9.1	     41	 1408771	 101043	    3.4	      1
  12.3	    263	 3559551	 101645	    1.7	      1
   9.0	    109	 1414270	 101903	    1.7	      1
   2.5	    309	      0	 100627	   12.3	      1
  10.7	    189	 2354573	 101071	    0.9	      1
  12.1	    191	 3411684	 101710	   -1.8	      1
  20.1	    111	 6237599	 101090	    9.7	      1
   5.5	    303	 304539	 100826	   14.9	      1
   9.6	     57	 1714483	 100347	   -4.2	      1
   5.1	    126	 244548	 100403	   10.2	      1
  11.7	    301	 3013889	 101778	    8.0	      1
   6.6	    117	 576349	 102229	   -4.9	      1
  11.4	     37	 2795993	 101090	    1.3	      1
   9.7	    307	 1699445	 101285	    4.7	      1
  10.4	     54	 2070651	 101854	   12.8	      1
   6.7	     50	 569569	 101969	    8.1	      1
   6.6	    334	 527714	 101411	   11.3	      1
  12.1	     62	 3410419	 101946	    0.8	      1
  21.1	    142	 6152386	 101380	   14.4	      1
   4.5	    198	 177713	 101615	    1.5	      1
   6.7	     27	 547860	 101985	   10.6	      1
   8.6	     43	 1216694	 101938	    4.2	      1
  15.8	    227	 6348958	 101146	    4.9	      1
   7.8	     94	 892138	 102285	   13.4	      1
   3.3	      7	      0	 100456	    6.1	      1
   3.8	    171	      0	 100889	   13.7	      1
   6.5	     28	 527920	 101383	   -4.7	      1
  16.5	    152	 6371891	 101127	    3.8	      0
  20.5	    334	 6590122	 101729	   -3.7	      1
  14.0	     22	 5269367	 100512	   -2.0	      1
   2.0	    167	      0	 100362	    8.7	      1
   2.3	     19	      0	 100767	    4.9	      1
   7.9	    179	 932380	 101422	    1.7	      1
  15.2	     79	 6109427	 100796	   14.8	      1
   3.4	    170	      0	 101925	    3.8	      1
  19.0	    343	 6362504	 100923	    3.7	      1
  12.9	    337	 4072573	 100692	    0.7	      1
   7.5	    354	 826612	 101125	   -4.9	      1
   7.1	    227	 654475	 100932	   13.5	      1
  17.6	    251	 6435934	 100634	   -0.3	      1
   5.3	    358	 298891	 102180	   -2.7	      1
   8.1	    131	 948348	 100950	   14.8	      1
  12.0	    302	 3198839	 100478	    5.2	      1
   5.7	    276	 349208	 101815	    6.0	      1
   4.6	    275	 180219	 101718	   12.6	      1
   8.1	    356	 1007523	 100818	    6.6	      1
   6.4	    276	 491468	 100691	    7.7	      1
   8.0	     57	 985881	 100696	    2.2	      1
   2.3	    343	      0	 102299	   12.6	      1
   8.1	     82	 1026692	 101872	   -3.2	      1
   3.8	    213	      0	 101016	    2.6	      1
   7.6	    201	 832596	 101661	    7.5	      1
   1.1	    281	      0	 101336	   12.4	      1
   4.2	     54	 142213	 100320	    4.4	      1
  10.1	     51	 1952660	 101080	    5.7	      1
  10.8	    178	 2425878	 102191	    2.0	      1
   7.0	     61	 637857	 100407	    5.4	      1
   4.9	    330	 226363	 100370	   -4.3	      1
   9.6	    269	 1726851	 102284	    1.8	      1
   7.1	     99	 701802	 102032	   -1.1	      1
   3.7	    346	      0	 101520	    6.4	      1
  12.4	     68	 3476754	 100327	    8.4	      1
   4.0	    288	      0	 100942	    3.9	      1
   9.3	    178	 1481646	 101475	   13.3	      1
   3.2	    106	      0	 102260	   12.4	      1
  16.4	    302	 6223445	 100421	    8.5	      1
   4.2	     70	 135539	 101339	   14.5	      1
   6.1	    239	 422493	 102229	    6.1	      1
  11.4	    144	 2812319	 101342	    5.3	      1
  26.9	    304	      0	 101510	    9.8	      1
   7.6	    166	 842955	 100314	   -1.1	      1
   5.3	    350	 286544	 100523	   -2.3	      1
   5.8	    158	 372649	 101464	    7.9	      1
   7.5	    139	 809607	 100989	    3.9	      1
   2.3	    307	      0	 100363	    1.9	      1
   5.1	    279	 257646	 101602	   -3.0	      1
  16.3	    351	 6361782	 100756	    3.3	      1
   4.9	    149	 216732	 101159	   12.9	      1
   7.2	     66	 665148	 100504	   12.9	      1
  15.1	    129	 6444538	 100647	   -0.6	      1
   3.4	    283	      0	 100561	   -1.6	      1
  12.9	    159	 3864146	 100882	   13.4	      1
   3.1	    295	      0	 100843	    0.7	      1
   5.6	    345	 347332	 102132	    0.4	      1
   5.8	    311	 371243	 100358	    4.4	      1
  20.8	     49	 6271203	 101031	    8.0	      1
  10.8	    177	 2390885	 101300	   -0.7	      1
   8.0	    323	 919555	 101395	   14.4	      1
   8.5	      7	 1161022	 100721	   -0.6	      1
   4.0	    226	 123042	 100968	   -0.7	      1
   6.6	     47	 550582	 100529	   -0.6	      1
  10.5	    144	 2196983	 100440	    3.8	      1
   9.3	    144	 1552328	 101775	    0.8	      1
   2.6	    186	      0	 101379	    5.1	      1
   8.3	    184	 1086019	 100477	   -4.0	      1
   5.1	     41	 243480	 100789	    7.0	      1
   5.2	    206	 269159	 102190	   -3.9	      1
   3.4	    205	      0	 100352	    3.3	      1
   3.6	    114	      0	 101321	   11.5	      1
   2.4	    176	      0	 101598	    6.9	      1
   5.8	    354	 380707	 102242	   -2.4	      1
   2.3	    316	      0	 100463	   13.9	      1
   4.5	    182	 175537	 101130	    1.9	      1
  19.0	    337	 6550658	 101458	   -2.8	      1
  12.0	     45	 3187687	 100708	   10.7	      1
  14.2	    289	 5289770	 100904	   11.5	      1
   7.7	    212	 841541	 101819	   10.5	      1
   9.4	     35	 1560527	 100490	    6.5	      1
   8.8	    152	 1270741	 101195	   11.0	      1
   5.2	    210	 252131	 102163	   13.4	      1
   9.2	     28	 1428600	 102089	   10.8	      1
  10.7	    114	 2251578	 100914	   10.2	      1
  13.1	    201	 4261486	 101512	    6.2	      1
   7.2	    307	 704620	 101047	    7.3	      1
   5.2	    197	 262861	 101627	   13.4	      1
  21.2	    204	 6157089	 100697	   12.3	      1
  11.1	    183	 2618392	 100427	   -1.8	      1
   6.2	     12	 456019	 101055	    2.6	      1
   5.1	    342	 247224	 101037	   10.2	      1
   3.6	    175	      0	 102026	   -0.1	      1
   6.7	    192	 585939	 102025	   -1.3	      1
  15.9	    247	 6577480	 101559	   -3.7	      1
   4.3	     28	 149298	 101776	    5.6	      1
   5.7	    244	 332320	 101015	   13.1	      1
  13.9	     78	 4839223	 100461	   12.9	      1
   2.7	    108	      0	 101871	   10.3	      1
   1.2	    211	      0	 101570	    5.0	      1
  10.6	     62	 2232754	 101540	    8.1	      1
  22.5	    130	 6473803	 100988	   -0.9	      1
   2.9	     33	      0	 101262	    7.9	      1
   6.5	    320	 526011	 102246	    3.8	      1
   3.0	    225	      0	 101548	    9.5	      1
   4.2	    327	 147344	 102293	    1.5	      1
  20.1	    313	 6527347	 101780	   -1.0	      1
   6.2	    310	 452987	 100340	    2.9	      1
   8.3	    187	 1073361	 101534	    4.8	      1
   9.1	     38	 1471080	 100620	   -3.6	      1
  10.3	     73	 2028740	 101740	    6.7	      1
  19.5	    134	 6232982	 100996	    9.6	      1
  17.7	    209	 6263041	 100334	    6.4	      1
   4.7	    151	 197601	 100774	    6.5	      1
  13.7	     81	 4678795	 100957	   12.2	      1
   2.9	     36	      0	 101969	    0.8	      1
  18.2	    206	 6598160	 102052	   -3.2	      1
  10.1	    164	 1959736	 101770	    2.6	      1
   2.8	     34	      0	 101716	    5.3	      1
   8.7	      7	 1255089	 101865	   -0.7	      1
   5.4	     65	 307082	 101168	    2.5	      1
  14.0	    233	 5148032	 101779	   10.1	      1
  10.9	     19	 2333619	 100640	   12.3	      1
  23.8	    201	 6223316	 100636	    9.1	      1
   1.2	    209	      0	 101659	   -3.7	      1
   7.3	     52	 740447	 101832	    0.3	      1
   8.8	    148	 1250295	 100907	   11.1	      1
  14.0	    342	 5281231	 102139	    1.8	      1
   9.6	     24	 1702980	 100308	   -1.7	      1
  21.1	    360	 6450746	 101255	    0.8	      1
   9.5	     58	 1556463	 100792	   14.4	      1
  18.4	    142	 6606141	 101524	   -4.9	      1
   7.4	    309	 793693	 100466	   -3.4	      1
   7.3	    117	 714299	 100749	    5.5	      1
  10.1	    309	 1984282	 101663	   -1.8	      1
  18.5	    146	 6494968	 101592	   -0.2	      1
   2.3	    238	      0	 101512	   -3.9	      1
  12.1	     53	 3259667	 101285	   10.5	      1
   8.3	    290	 1090991	 101749	    3.8	      1
   2.0	    206	      0	 102236	    8.3	      1
  16.9	     58	 6591687	 102119	   -2.8	      1
  11.8	    215	 3205316	 101721	   -3.3	      1
   8.2	    320	 1004948	 100821	    7.9	      1
   3.2	    179	      0	 100816	   -0.3	      1
  11.2	    325	 2721577	 101867	   -0.7	      1
  14.8	    107	 6106223	 100925	    5.5	      1
  11.8	    307	 3190539	 101358	   -4.3	      1
  21.5	    236	 6325634	 100657	    4.6	      1
  26.2	    314	      0	 102040	   13.1	      1
   9.1	     60	 1385350	 100441	    5.4	      1
  11.4	     71	 2837899	 101010	   -2.8	      1
  12.5	    143	 3657107	 101231	    9.3	      1
   4.3	     53	 143140	 100568	   12.1	      1
   6.7	    348	 579233	 101674	   -2.0	      1
   6.6	     45	 549212	 101934	    4.6	      1
   7.7	    312	 879569	 101414	    3.0	      1
   2.8	    308	      0	 100898	    6.0	      1
   9.5	     49	 1555887	 101544	   12.0	      1
   2.5	     22	      0	 101367	    9.0	      1
   4.7	    336	 187448	 102160	   13.6	      1
   9.7	     56	 1736596	 102065	    0.1	      1
   6.6	    186	 546263	 101876	    9.0	      1
   3.6	     51	      0	 101538	   -1.3	      1
  17.2	    106	 6531444	 100482	   -4.6	      1
  14.4	     68	 5490171	 100785	    7.6	      1
   8.8	    188	 1242437	 102137	   12.3	      1
  14.1	    254	 5287048	 101405	    5.2	      1
   8.4	     52	 1081162	 100603	    8.9	      1
   7.1	     44	 690631	 101948	    2.8	      1
   6.8	    179	 606219	 101492	   -2.7	      1
  11.1	     58	 2478354	 100421	   11.3	      1
   1.4	    122	      0	 101515	   15.0	      1
   2.1	    291	      0	 100636	   -3.4	      1
   3.0	     67	      0	 101061	    4.1	      1
   0.6	    102	      0	 102070	    7.4	      1
  12.4	    356	 3510658	 101292	    9.4	      1
  17.1	    281	 6576391	 101404	   -4.0	      1
  11.1	    324	 2539116	 100681	    7.0	      1
   4.5	    279	 167660	 100359	    9.3	      1
  19.3	     40	 6425117	 100942	    1.0	      1
   5.9	    154	 396800	 100598	   -1.6	      1
  13.6	    244	 4872482	 101983	   -2.1	      0
   3.2	     48	      0	 101319	   -3.8	      1
   8.4	      4	 1083618	 100389	   11.2	      1
   6.9	    326	 615054	 101784	    6.0	      1
   2.2	     17	      0	 101129	    2.8	      1
  10.9	    152	 2458395	 101222	    3.6	      1
   1.1	    125	      0	 101822	    0.6	      1
