Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   5.2	    114	 509523	 100487	   -1.7	      1
   4.5	    185	      0	 102189	    2.8	      1
   6.2	    218	 894156	 101875	   -4.5	      1
   7.6	     77	 1620533	 101884	   -0.2	      1
  16.5	    159	 12216218	 102260	    1.7	      1
  13.3	    140	 8106759	 100504	   12.9	      1
  10.1	    111	 3615395	 100348	    7.0	      1
   0.7	    242	      0	 101169	    7.8	      1
  10.0	    166	 3596469	 100886	    2.4	      1
   2.8	     39	      0	 101854	    7.3	      1
  17.9	    196	 12320029	 101242	   -3.3	      1
   4.2	    155	      0	 101739	    7.4	      1
  10.4	     78	 3956643	 102085	    9.6	      1
  15.3	    253	 11696345	 101883	   12.9	      1
   3.0	    353	      0	 100591	    3.7	      1
   7.7	    136	 1597610	 100766	    9.8	      1
   4.5	    175	      0	 101707	   -3.4	      1
  13.2	    311	 7890070	 101055	   13.3	      1
   5.6	     78	 587857	 100352	   13.2	      1
  14.6	    353	 10737857	 101931	   12.6	      1
   9.1	    150	 2674504	 100485	    6.3	      1
  13.1	    183	 8080749	 101880	    4.6	      1
   1.4	    299	      0	 101270	   -2.7	      1
  11.3	     94	 5128329	 101636	    2.1	      1
  12.0	    273	 5907144	 101617	   12.6	      1
  11.9	    162	 5942260	 101412	    8.8	      1
   4.5	    121	      0	 102265	    1.7	      1
  11.2	    150	 4881121	 101007	    7.8	      1
   1.6	    323	      0	 102051	   12.8	      1
  14.2	     83	 10437499	 100471	   -2.2	      1
  19.2	    148	 12326258	 100896	   -4.4	      1
  25.4	    141	      0	 100613	    4.1	      1
  16.0	     76	 12237105	 101464	   -0.9	      1
  21.5	    150	 11915936	 101486	    6.5	      1
   0.9	    178	      0	 101264	   14.5	      1
  20.7	    220	 12107176	 100353	   -1.0	      1
  10.2	    139	 3742493	 100912	    6.7	      1
   5.2	      3	 500675	 102291	    1.2	      1
  18.0	     55	 12064507	 100624	    0.7	      1
   8.3	     24	 2017864	 100890	    5.4	      1
   1.9	    212	      0	 100621	   13.0	      1
   1.1	    292	      0	 100435	   -4.8	      1
   6.5	    323	 943990	 101060	    9.6	      1
  10.5	    358	 4145113	 100802	    0.2	      1
  14.6	    109	 10670662	 101116	   13.2	      1
   6.8	    359	 1110886	 102022	   10.7	      1
   9.7	    297	 3330638	 101405	   -2.8	      1
   1.9	     82	      0	 101920	   -2.2	      1
   9.2	    335	 2697237	 100666	   11.2	      1
   2.2	    223	      0	 101645	   -1.9	      1
  13.8	    195	 9017583	 100693	   12.3	      1
  15.2	    158	 11852528	 101163	    7.1	      1
   9.3	    325	 2852855	 101274	    1.7	      1
  10.3	    187	 3849735	 101699	    6.3	      1
  10.1	     67	 3599500	 101350	   10.3	      1
   1.9	    131	      0	 101994	    7.1	      1
   3.2	    256	      0	 101583	   -4.6	      1
   5.6	     20	 613525	 101330	    6.1	      1
  14.3	    287	 10319481	 102232	   10.5	      1
  11.8	    146	 5698689	 101237	    9.0	      1
   9.6	     25	 3238961	 102227	   -0.7	      1
   4.5	    159	      0	 100413	   -3.6	      1
   5.0	     81	 430363	 101186	   14.7	      1
   2.5	    258	      0	 102073	    4.1	      1
  14.0	    288	 9544937	 101511	    8.0	      1
   8.4	     88	 2162039	 101452	    1.2	      1
  17.6	    202	 11899530	 101851	    7.9	      1
   6.5	     99	 959728	 101647	   11.1	      1
   2.0	    343	      0	 101036	    7.1	      1
  11.3	      1	 4921151	 101732	   14.9	      1
   6.8	     86	 1091946	 100517	   10.9	      1
   8.1	    102	 1928822	 101958	   -0.6	      1
  10.5	     89	 4159696	 101977	    0.4	      1
   8.6	    359	 2179191	 100726	   12.0	      1
  13.5	    312	 8740234	 101256	    4.4	      1
   4.6	      9	      0	 101889	   10.0	      1
  14.4	    130	 10433188	 101897	   12.3	      1
  13.2	    178	 7999765	 100745	   10.2	      1
   5.8	    297	 682779	 102137	    3.9	      1
   9.5	    324	 2952028	 100829	   12.5	      1
   5.7	    206	 676233	 100354	   -1.5	      1
   6.2	    309	 855416	 101349	    3.3	      1
   7.8	      7	 1675887	 100429	    2.5	      1
   8.7	     14	 2323697	 101159	    2.6	      1
   1.3	    173	      0	 101348	    9.4	      1
   8.0	    161	 1891551	 100452	   -3.9	      1
  21.9	    123	 12169120	 101153	   -0.2	      1
   7.2	    304	 1283651	 101183	   11.4	      1
   2.4	     62	      0	 102186	    6.8	      1
   9.6	    211	 3036953	 100656	   12.8	      1
  11.8	     80	 5635278	 101478	   13.7	      1
   9.7	    139	 3102780	 101677	   14.0	      1
   9.6	     66	 3070526	 100977	   11.4	      1
  13.9	    122	 9385810	 101013	    7.4	      1
   5.7	    170	 643327	 101219	    7.3	      1
   1.1	    118	      0	 102032	   -3.9	      1
   6.7	    124	 1086409	 101207	    4.8	      1
  14.9	    316	 11734934	 100743	    1.4	      1
   1.7	    155	      0	 101885	    5.0	      1
  12.7	    350	 7169497	 101868	   10.4	      1
  20.6	    323	 11825385	 101344	    8.2	      1
   9.0	    173	 2611422	 101607	    0.7	      1
   5.5	    182	 596267	 100475	    3.0	      1
   9.0	     50	 2553612	 100736	    6.8	      1
   9.4	    109	 3025950	 101746	   -1.9	      1
  13.1	    330	 7730811	 101047	   14.3	      1
   3.1	    175	      0	 100675	   -3.4	      1
  11.1	    157	 4925670	 101545	    1.8	      1
  15.6	     33	 12095370	 101095	    1.3	      1
   6.3	    197	 897724	 102069	   -2.8	      1
   3.0	    141	      0	 100361	    1.5	      1
  10.5	     82	 3950990	 101116	   14.4	      1
  11.0	    199	 4604130	 101071	   14.4	      1
   3.7	     24	      0	 101413	    8.8	      1
   4.3	    128	      0	 102038	   12.4	      1
  10.2	    136	 3657815	 100914	    9.9	      1
   5.6	     54	 599086	 101182	    9.8	      1
   0.8	    112	      0	 101937	   13.9	      1
  14.1	    310	 10073503	 100669	   -1.0	      1
   0.7	    227	      0	 102231	   -2.1	      1
   5.7	    196	 627473	 100446	   14.7	      1
   3.8	    322	      0	 101724	    7.5	      1
  13.1	    238	 8203116	 101220	   -2.4	      0
  15.5	     67	 12016301	 101061	    3.0	      1
   7.0	    132	 1240553	 101822	    4.8	      1
  16.7	    314	 12288270	 101227	   -2.7	      1
   9.1	    344	 2668012	 100480	    2.9	      1
   5.4	    188	 554509	 100897	    8.2	      1
  13.7	    351	 8866503	 100514	    9.5	      1
   7.9	     74	 1789658	 100989	   -1.6	      1
   6.6	     88	 1017152	 101213	    3.5	      1
   4.9	    156	      0	 100978	   14.2	      1
   5.0	    137	 453705	 100871	   -0.8	      1
  18.3	    143	 12348398	 101064	   -4.4	      1
   8.5	    176	 2241534	 102221	   -0.7	      1
   3.7	     62	      0	 101713	   -3.1	      1
   8.8	    279	 2419142	 101112	    5.5	      1
  15.4	    317	 11925707	 102053	    7.8	      1
   1.6	    128	      0	 100654	    5.1	      1
   5.2	     58	 497374	 102200	    6.2	      1
   5.3	     90	 518713	 101652	    8.0	      1
   7.6	    141	 1595981	 101320	   -1.0	      1
  11.4	    298	 5238220	 101748	    6.9	      1
  11.1	    100	 4905118	 100632	    0.9	      1
   5.4	     83	 571139	 100693	    1.8	      1
  12.9	     64	 7768870	 101449	   -0.2	      1
   8.5	    334	 2108912	 102294	   14.4	      1
   7.2	    300	 1293335	 101940	   11.9	      1
   5.6	    166	 633777	 100874	    3.5	      1
   6.1	    141	 805420	 100451	   -3.4	      1
  13.6	     12	 9012805	 101396	    1.7	      1
   8.2	    345	 1954222	 101972	   10.6	      1
   2.6	    145	      0	 100334	   11.0	      1
   9.8	     40	 3221998	 101603	   14.5	      1
   5.7	    142	 648675	 101728	   14.4	      1
   6.5	     27	 949282	 101249	    7.4	      1
   4.9	    291	      0	 100517	   -3.1	      1
   5.7	    313	 636250	 102220	   14.2	      1
   8.4	      8	 2125587	 101331	    5.0	      1
   8.6	    204	 2171787	 101538	   12.2	      1
   5.6	    180	 589418	 100432	   11.6	      1
   7.3	    150	 1380163	 100334	   -2.8	      1
  19.3	     46	 11778325	 100572	    7.2	      1
   5.3	    191	 528707	 101248	    7.6	      1
   3.6	    197	      0	 101887	    6.7	      1
  19.4	     47	 11940048	 100350	    2.8	      1
   1.0	    180	      0	 102100	   12.4	      1
  15.4	    271	 12261769	 102154	    0.4	      1
   4.9	     82	      0	 102104	   12.1	      1
  18.8	     44	 12126899	 101405	    1.4	      1
   4.9	    133	      0	 101862	    2.0	      1
  13.9	    175	 9595577	 101588	    4.6	      1
  15.1	    338	 12323033	 100966	   -4.1	      1
  10.2	    312	 3659423	 100509	    8.6	      1
  13.1	    186	 7872523	 101186	    8.0	      1
   9.1	    116	 2598452	 100581	   12.3	      1
   4.3	    326	      0	 102013	   13.3	      1
  10.9	    230	 4629434	 101637	    0.0	      1
   7.8	    116	 1722940	 100700	   -3.6	      1
  13.3	    354	 8682344	 102272	   -1.9	      1
  10.8	     12	 4432472	 101878	    5.0	      1
  16.7	    287	 11675957	 101204	   11.4	      1
  10.3	     17	 3905336	 101493	    5.0	      1
   8.3	    345	 1936451	 101501	   13.5	      1
   5.3	     76	 527387	 102253	   10.7	      1
  17.9	    289	 12516993	 102262	   -4.9	      1
  12.3	    316	 6713144	 101669	   -2.3	      1
   6.9	    151	 1186882	 101907	    6.1	      1
   7.4	    312	 1449146	 100903	   -1.9	      1
  10.4	     12	 4064131	 100507	   -1.8	      1
   3.4	     28	      0	 102100	    7.4	      1
  10.0	    190	 3601563	 100941	    3.5	      1
   6.6	    182	 1053915	 101567	    0.9	      1
  11.3	    166	 5159842	 101216	    1.3	      1
  12.1	    289	 6438743	 101079	   -1.6	      1
   8.9	     92	 2428465	 101465	   14.6	      1
  11.0	    352	 4683921	 102032	    6.7	      1
  14.0	    335	 9679795	 102214	    5.9	      1
  18.8	    294	 11666876	 101556	   12.7	      1
   3.8	     92	      0	 100608	    9.1	      1
   6.8	    123	 1079483	 100958	    8.5	      1
  13.1	    118	 7733488	 101655	   14.3	      1
   1.3	    117	      0	 102120	   12.1	      1
   5.9	    171	 712352	 101796	    5.5	      1
   2.2	    165	      0	 100356	    4.3	      1
  16.5	    297	 11957910	 102137	    7.3	      1
   6.2	    315	 801072	 100603	   13.2	      1
  14.3	    144	 10050159	 101639	   14.4	      1
   2.6	    352	      0	 101414	   11.3	      1
  11.8	    158	 5742964	 102257	   14.3	      1
   4.3	     77	      0	 100367	   10.2	      1
  13.3	     60	 8508551	 101790	    0.2	      1
   9.7	    306	 3219575	 100608	    7.8	      1
   7.5	     68	 1419852	 100563	   12.5	      1
   4.5	     39	      0	 100471	    9.6	      1
  15.6	    141	 11722629	 100689	    8.9	      1
   2.6	    217	      0	 100933	   14.0	      1
  12.3	    134	 6610620	 101312	    6.4	      1
   7.4	     51	 1456885	 100922	    4.6	      1
   9.0	     40	 2639142	 101786	   -2.3	      1
   8.7	    290	 2344093	 102281	    2.8	      1
   8.7	     92	 2401777	 101723	   -0.9	      1
  13.9	      5	 9293035	 101757	   12.0	      1
  26.3	    245	      0	 102082	    9.5	      1
   4.5	    309	      0	 101976	    0.1	      1
  11.7	    193	 5902667	 101140	   -3.6	      1
   2.6	    191	      0	 100478	    1.8	      1
  10.7	     80	 4214355	 101087	    9.6	      1
   0.8	    322	      0	 101267	   -1.9	      1
  12.0	    336	 6026870	 100409	    9.3	      1
   6.8	    180	 1118261	 101125	    8.8	      1
  16.0	    131	 12240341	 101598	   -0.6	      1
   9.5	    151	 2986259	 102114	   13.5	      1
  12.8	    266	 7506348	 101415	    1.8	      1
   5.9	    337	 708112	 101211	    5.6	      1
   6.2	    291	 839069	 100413	   -1.7	      1
   5.1	    144	 458369	 101541	   10.9	      1
  14.5	    355	 10499265	 102128	   13.9	      1
  12.4	    328	 6635626	 100449	    5.8	      1
  10.2	     40	 3812102	 101243	    4.4	      1
  14.3	    359	 10485781	 101021	    0.9	      1
   7.3	    210	 1365489	 100911	    7.2	      1
   8.0	     29	 1745795	 100649	    9.3	      1
  24.4	     95	 12054067	 101001	    2.0	      1
   8.3	      3	 2111430	 102187	   -0.5	      1
   7.4	    121	 1417325	 100335	    8.0	      1
   6.0	    339	 781084	 100998	   -0.8	      1
   5.4	     11	 529429	 100766	   14.5	      1
   3.8	     85	      0	 101428	   -2.4	      1
  11.3	     65	 5205754	 101536	    3.7	      1
  12.7	    172	 7129738	 100520	   10.4	      1
  11.7	    175	 5699107	 101428	    4.3	      1
  12.1	    295	 6568261	 101811	   -4.2	      1
   2.3	      6	      0	 100966	   -3.4	      1
  12.0	     97	 6116223	 101857	    9.0	      1
  11.9	    204	 6138218	 102046	    1.0	      1
  14.7	     81	 11112183	 100507	    6.7	      1
  13.2	    298	 8226049	 101579	    2.2	      1
   6.2	    131	 816332	 100947	   13.9	      1
  14.0	    325	 9716044	 100340	    2.9	      1
   7.6	    251	 1507630	 101631	   10.1	      1
   1.7	    293	      0	 102042	   14.7	      1
   8.5	    113	 2208383	 101251	   -2.7	      1
   6.0	    312	 737376	 101228	   12.5	      1
   6.8	    358	 1133031	 102141	    2.7	      1
   5.2	    176	 468469	 101353	   14.6	      1
   7.9	    172	 1727640	 101661	   11.6	      1
   3.8	    114	      0	 100677	   14.3	      1
  15.9	    310	 12106147	 100571	   -0.4	      1
   5.7	    292	 662418	 101151	   -4.7	      1
  12.2	     19	 6712899	 102042	   -2.5	      1
   4.3	    261	      0	 101921	   12.1	      1
  10.0	     66	 3468246	 102235	   10.5	      1
  18.2	    183	 12129823	 100749	   -0.4	      1
   3.5	     91	      0	 101365	   -3.1	      1
   7.9	    311	 1658792	 101073	   14.4	      1
   6.6	      9	 1009326	 100729	    8.7	      1
  18.8	    188	 11973107	 101842	    6.1	      1
   8.4	    208	 2091971	 102299	   10.7	      1
  18.8	    336	 12046597	 100801	    1.6	      1
   8.8	    171	 2440615	 100437	   -1.8	      1
  16.9	     32	 11868630	 101105	    6.5	      1
   6.6	    159	 1052387	 101774	    0.3	      1
  15.6	    295	 12258036	 101886	   -0.2	      1
  13.1	     62	 8141133	 101660	    1.9	      1
   8.3	    114	 2044475	 101764	    4.6	      1
  10.7	    101	 4199701	 100785	   14.3	      1
   2.7	    180	      0	 102156	    3.2	      1
  14.7	    307	 11501589	 101335	   -2.6	      1
   7.3	    309	 1403653	 101037	   -4.8	      1
   1.3	    199	      0	 100938	    3.6	      1
   5.3	     51	 504069	 101419	   14.8	      1
   8.1	     14	 1956995	 101646	    0.1	      1
   5.3	     95	 522097	 100942	   12.6	      1
   4.0	    360	      0	 100964	    5.6	      0
  19.0	    297	 11625859	 100314	   10.2	      1
   7.4	    355	 1411781	 101368	    8.6	      1
   6.4	    355	 896950	 101285	   11.0	      1
  15.3	    128	 12373524	 102161	   -2.1	      1
   7.9	     69	 1766096	 101101	   -2.7	      1
  17.3	    110	 12203367	 101584	    0.2	      1
   5.5	    310	 600165	 100701	   -0.6	      1
  14.6	     42	 11219676	 100899	   -3.3	      1
  16.2	    292	 11551994	 100401	   12.2	      1
   5.5	     53	 621423	 101166	   -3.0	      1
   2.2	    160	      0	 102196	   14.0	      1
   8.7	     95	 2338050	 101273	    0.4	      1
   7.0	     11	 1181407	 101570	   11.8	      1
   1.8	    122	      0	 101308	   -0.1	      1
  15.2	     80	 12187183	 101571	    0.5	      1
  11.0	    176	 4861424	 102122	    1.3	      1
  15.0	     72	 11998056	 101243	    3.9	      1
   6.8	    116	 1095602	 100344	    7.1	      1
  11.8	    211	 5811996	 102160	    5.9	      1
  15.2	      2	 12347150	 101840	   -2.3	      1
  12.7	    138	 7570167	 102050	   -1.5	      1
  14.0	    128	 9995597	 102242	   -2.3	      1
  11.3	    163	 5115997	 101010	    4.5	      1
   3.3	    152	      0	 101896	   11.2	      1
   5.8	    203	 698754	 102206	    0.5	      1
  11.4	    178	 5217833	 102081	    7.5	      1
  13.7	     43	 9065397	 100904	    4.1	      1
   3.1	    115	      0	 100416	    0.3	      1
   7.0	     84	 1241040	 102083	    2.4	      1
   5.3	     20	 534524	 101958	   -3.0	      1
   2.1	     64	      0	 100455	    6.3	      1
   6.2	    310	 840644	 101824	    8.0	      1
  16.4	    294	 11655289	 101205	   11.9	      1
  13.0	    100	 8011540	 101804	   -0.1	      1
   3.9	    233	      0	 101315	   -4.5	      1
   5.8	    216	 705117	 101822	    7.9	      1
   9.3	     81	 2818347	 101675	   12.0	      1
   5.3	     41	 533790	 101813	    3.0	      1
  10.0	     56	 3385992	 100931	   13.6	      1
   0.8	    189	      0	 101320	    0.3	      1
   5.7	     75	 677094	 101027	    0.6	      1
   9.3	    169	 2766696	 100756	    8.6	      1
   0.9	    169	      0	 101800	    4.6	      1
  20.1	    322	 11665458	 101039	   11.2	      1
   9.3	    270	 2745526	 102090	   13.7	      1
  13.2	     91	 8524032	 101370	   -4.1	      1
   6.8	    205	 1117614	 100350	   -1.1	      1
   2.2	      8	      0	 101716	    0.1	      1
   6.1	     61	 793952	 101258	    3.3	      1
  12.8	    341	 7405657	 101782	    4.8	      1
  13.6	     34	 8653376	 100631	    8.6	      1
  10.6	    290	 4253999	 100955	    2.2	      1
   2.8	     46	      0	 101712	   -0.8	      1
   7.6	    107	 1542056	 100417	    2.3	      1
   5.2	    323	 484887	 101466	   13.6	      1
   7.8	    137	 1644457	 100343	    7.1	      1
   2.0	    324	      0	 101070	    2.7	      1
  11.6	     11	 5343064	 101487	   13.8	      1
   7.6	    103	 1475942	 100481	   14.5	      1
   9.5	    307	 2989762	 101718	   14.3	      1
  10.1	     28	 3764267	 101819	    0.2	      1
  13.2	    115	 8312013	 101855	    2.5	      1
   9.3	     91	 2869281	 101667	    5.5	      1
   8.2	     65	 1963765	 100746	    0.7	      1
   4.9	    139	      0	 101244	    0.8	      1
   4.0	     76	      0	 101090	    6.3	      1
  17.1	    195	 12234791	 101254	   -1.4	      1
   2.9	     41	      0	 101682	   11.3	      1
   6.5	     46	 981774	 101229	   -0.1	      1
  15.6	    269	 12237562	 101715	   -0.2	      1
  20.3	     11	 12087280	 100732	    0.5	      1
   3.5	    258	      0	 100810	   11.5	      1
   8.5	     47	 2088394	 100365	   11.1	      1
   4.4	     36	      0	 101878	   10.0	      1
  17.8	    147	 11569278	 100709	   12.7	      1
   9.8	    342	 3227084	 100935	   13.5	      1
   3.3	    291	      0	 101089	   12.6	      1
   7.8	    179	 1717498	 100930	    2.1	      1
   9.7	    147	 3269087	 101956	    4.7	      1
  18.0	    104	 12106322	 101213	    1.3	      1
   6.9	    263	 1169067	 100525	   -1.4	      1
   3.8	    190	      0	 100489	   -3.3	      1
  12.2	    303	 6560680	 101297	    0.0	      1
   2.5	    159	      0	 100885	    7.7	      1
  17.1	    305	 12081671	 101468	    2.6	      1
  11.5	    203	 5192383	 100374	   11.7	      1
   6.0	    110	 757874	 101879	   12.8	      1
   3.5	     79	      0	 101763	   11.3	      1
  18.5	    159	 11830269	 101650	    9.0	      1
   6.3	     45	 840583	 100782	   12.2	      1
   6.8	     43	 1106925	 101639	    5.9	      1
  11.5	    168	 5380429	 102039	   10.4	      1
   2.6	    291	      0	 101714	    6.7	      1
   8.4	    183	 2065886	 101737	   14.0	      1
   1.8	    326	      0	 102272	   10.5	      1
   4.4	     34	      0	 102255	   10.5	      1
   4.8	    209	      0	 102071	    0.8	      1
  10.0	     31	 3556619	 101005	    3.8	      1
  12.4	     76	 6492409	 101226	   13.1	      1
   8.8	      2	 2448385	 100719	    1.5	      1
  15.9	    170	 12009663	 101336	    3.9	      1
   8.1	    191	 1861565	 101476	    4.6	      1
   5.9	     81	 706084	 101288	    9.7	      1
   1.4	     54	      0	 101979	   -4.7	      1
  10.8	    351	 4530766	 100424	   -3.6	      1
   7.1	     73	 1240209	 100839	    9.0	      1
   4.2	     29	      0	 101712	    1.8	      1
   7.0	    328	 1185726	 101843	   14.8	      1
   9.0	    289	 2676911	 100540	   -3.6	      1
   1.5	    357	      0	 101263	   11.1	      1
   2.8	     55	      0	 101118	    7.7	      1
   1.7	    229	      0	 101303	   14.0	      1
   3.4	     18	      0	 100942	   -0.1	      1
  13.4	     49	 8761552	 101520	   -1.4	      1
   3.2	    208	      0	 101116	    0.7	      1
   7.6	     45	 1508358	 102083	   11.4	      1
  10.3	    155	 3988828	 101849	    0.1	      1
   5.8	    290	 670863	 101008	    6.6	      1
   8.1	    184	 1843483	 102290	   10.7	      1
  17.1	    133	 11838360	 101031	    7.1	      1
   5.6	     67	 598838	 101444	   14.9	      1
  14.4	    209	 10678703	 102266	    2.9	      1
  16.8	    161	 12036084	 100418	    0.8	      1
  12.4	     81	 6871281	 100767	    1.0	      1
   5.6	    220	 609298	 101323	    6.3	      1
   6.3	    136	 910479	 100722	   -2.8	      1
  13.0	     86	 7895013	 101686	    0.2	      1
  12.8	    321	 7489145	 100520	    1.6	      1
   3.4	    126	      0	 101186	    1.2	      1
  10.6	    165	 4380550	 102076	   -0.1	      1
   2.7	     42	      0	 100925	   -2.5	      1
   4.6	    234	      0	 101702	   -4.3	      1
  12.3	    302	 6454074	 100333	    7.4	      1
   1.9	    339	      0	 101056	    9.8	      1
  11.1	    292	 5037610	 101672	   -2.7	      1
   8.6	    163	 2205506	 101627	    8.3	      1
   9.2	     35	 2844880	 101857	   -3.6	      1
   3.8	    126	      0	 100429	   11.9	      1
  10.4	    341	 4112956	 101748	   -1.8	      1
  22.8	    353	 11694615	 100926	   10.2	      1
   4.0	     43	      0	 102209	    0.1	      1
  11.3	    347	 5255182	 102035	    1.8	      1
  11.4	    323	 5186765	 102066	   12.5	      1
   7.5	    109	 1492794	 102094	   10.2	      1
  10.6	    198	 4385954	 100699	   -3.8	      1
   4.9	    356	      0	 101307	   11.3	      1
   6.2	    208	 843716	 101354	    6.7	      1
   3.6	    240	      0	 101474	    1.2	      1
   9.0	    198	 2704991	 102113	   -2.6	      1
   4.4	    185	      0	 101855	    9.2	      1
  17.2	    337	 12172605	 101643	    1.0	      1
  15.5	    336	 11984774	 100430	    2.0	      1
   9.4	    327	 3030163	 101306	   -0.3	      1
   3.4	     17	      0	 100452	    9.0	      1
  15.8	    325	 11793474	 101400	    9.2	      1
  13.3	    186	 8372755	 101365	    6.8	      1
  15.7	      5	 11534168	 100816	   13.8	      1
   1.5	    190	      0	 100512	   -1.8	      1
  13.3	    187	 8224349	 101845	    9.9	      1
  13.3	    350	 8507409	 101148	   -2.9	      1
  11.0	    325	 4616134	 101923	   11.2	      1
   9.0	    313	 2629138	 102196	    7.1	      1
  14.5	    207	 10619464	 100559	    7.8	      1
   3.9	    161	      0	 100421	   -3.0	      1
  11.1	    243	 4765635	 101056	   12.0	      1
   9.6	    331	 3122231	 101213	    2.3	      1
   7.4	     37	 1432550	 102031	    6.1	      1
   7.2	    201	 1320389	 101704	   10.4	      1
   4.1	    340	      0	 101434	    4.0	      1
   4.7	    335	      0	 100545	   -2.0	      1
  14.0	     80	 9840797	 100850	    0.5	      1
  15.1	    164	 12325326	 101813	   -1.9	      1
  12.5	    261	 6803444	 100676	   11.1	      1
   6.6	     21	 990001	 100768	    6.0	      1
  14.1	    349	 9935284	 100927	    1.7	      1
   9.0	    125	 2704396	 102255	   -3.6	      1
