Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   5.0	     27	      0	 101442	    3.5	      1
  14.1	    348	 5379331	 101636	    5.3	      1
   5.5	     80	 304251	 100496	   12.1	      1
  19.8	     72	 6283140	 101239	   14.5	      1
   9.4	    193	 1643299	 101584	    2.7	      1
   8.1	    155	 999547	 101277	    9.8	      1
   3.6	    131	      0	 102259	   -4.3	      1
   9.5	      8	 1625718	 101498	    7.4	      1
   2.2	    116	      0	 101676	    3.1	      1
   5.0	     86	 239735	 101193	   13.7	      1
   3.9	    154	      0	 100895	   11.2	      1
   5.2	    149	 281197	 101716	    1.8	      1
   9.4	    302	 1624636	 100624	    2.4	      1
   3.4	     70	      0	 100681	   10.3	      1
   8.2	    208	 1045390	 102080	   10.2	      1
  18.3	    134	 6624436	 101194	   -0.4	      1
   6.5	    246	 521196	 100555	    8.6	      1
   8.3	    140	 1139478	 102150	   -3.5	      1
   4.5	     69	      0	 101404	    4.8	      1
  10.9	    211	 2426084	 100640	    7.6	      1
   3.4	     55	      0	 101643	    8.8	      1
   5.6	    110	 333530	 101914	    5.6	      1
  12.3	    170	 3632324	 101488	    2.8	      1
  11.0	    359	 2662484	 100880	   -3.7	      1
   8.2	    312	 1072960	 101006	    6.1	      1
   5.7	    118	 364709	 100354	   -2.7	      1
   8.8	    135	 1323306	 100661	    4.1	      1
   3.4	    185	      0	 100357	    8.8	      1
   9.1	    347	 1458615	 101649	    2.2	      1
   5.0	    297	 247155	 101691	    1.4	      1
   4.2	    352	      0	 101383	   -4.2	      1
  15.3	    248	 6643736	 101272	   -1.0	      1
   7.7	    165	 868072	 101584	   14.0	      1
   9.2	    206	 1454827	 101640	   10.7	      1
   5.1	     23	 267788	 101969	    0.4	      1
  11.2	    257	 2707835	 100503	    3.5	      1
   7.2	    344	 691898	 100540	    7.9	      1
   6.7	    347	 559182	 100750	    9.3	      1
  15.2	    156	 6610761	 101733	    1.6	      1
   8.2	    330	 1063899	 101097	    1.8	      1
  16.0	     74	 6616364	 100394	   -2.3	      1
   5.3	    269	 284121	 101110	    2.6	      1
   9.6	     32	 1704042	 101241	    8.5	      1
   8.3	    157	 1059831	 100763	   13.0	      1
   5.1	    125	 261375	 101869	    5.1	      1
   1.4	    105	      0	 100331	    6.9	      1
   8.3	     68	 1075954	 101101	    9.3	      1
   1.2	    297	      0	 101944	   14.6	      1
  24.6	    295	 6669289	 100384	   -4.4	      1
   4.2	     64	      0	 102008	    6.5	      1
   2.8	     96	      0	 102222	    3.9	      1
  17.3	     33	 6643010	 101152	   -1.3	      1
   9.5	     88	 1672422	 100620	   -4.3	      1
  10.9	     92	 2583185	 102105	   -2.8	      1
   4.5	    176	      0	 101882	   13.4	      1
  11.5	    224	 3032115	 101841	   -1.5	      1
   5.9	    181	 404105	 102145	   -2.3	      1
  14.8	     40	 6263082	 101550	    3.5	      1
   1.3	     21	      0	 101885	    2.2	      1
   1.9	    357	      0	 101020	   14.1	      1
   3.3	    274	      0	 100607	    4.3	      1
   6.0	    110	 411919	 101066	    4.6	      1
   7.5	    341	 794534	 100851	   12.6	      1
  12.6	    289	 3945681	 100831	   -0.6	      1
  13.4	     21	 4480027	 100871	   12.3	      1
  16.3	      6	 6661254	 101893	   -0.1	      1
  10.6	     55	 2266561	 100918	    3.6	      1
  10.7	     78	 2371237	 101617	    7.2	      1
   8.3	    321	 1062917	 100489	   14.9	      1
  14.3	    316	 5450075	 100478	   11.8	      1
   9.5	     70	 1701139	 102209	   -0.4	      1
   0.5	    328	      0	 101533	    8.4	      1
   4.9	    205	      0	 100926	    5.7	      1
  16.0	     34	 6427558	 102013	   10.2	      1
   3.8	     72	      0	 101435	    4.5	      1
   6.2	    232	 443432	 100386	    7.9	      1
   8.1	    167	 969930	 100865	   14.3	      1
  11.6	    333	 3039515	 101466	    0.7	      1
   4.8	    184	      0	 101114	   -2.6	      1
  20.1	     62	 6643348	 102260	    1.7	      1
   1.0	    357	      0	 101740	   -0.5	      1
   8.9	     46	 1333485	 100545	    9.9	      1
  12.8	    357	 4037044	 100601	    2.4	      1
   4.9	    175	      0	 100575	   -1.6	      1
   5.8	    123	 373798	 102144	    7.3	      1
  18.6	     82	 6412795	 102023	   10.9	      1
   9.6	    352	 1729355	 101766	    4.6	      1
  11.4	     80	 2757523	 100757	    9.7	      1
  14.5	    156	 5962048	 101712	    3.9	      1
  14.4	    335	 5881381	 101419	   -1.3	      1
   4.0	    149	      0	 100622	    5.5	      1
  18.2	    173	 6323354	 102025	   14.9	      1
   5.7	    311	 356439	 100758	    8.4	      1
  15.9	     80	 6322834	 101692	   14.0	      1
   8.4	    149	 1147294	 101854	    0.7	      1
  21.0	     12	 6398418	 101755	   10.8	      1
   5.1	    355	 249067	 100911	    7.0	      1
   9.2	    119	 1557515	 101285	   -4.5	      1
   2.2	     26	      0	 101095	    3.5	      1
   2.8	    316	      0	 100992	    6.6	      1
  13.3	    344	 4503103	 100686	    6.4	      1
   6.2	    354	 445660	 101360	    9.7	      1
   6.9	    134	 640171	 100304	    2.5	      1
  15.4	    237	 6509914	 101124	    4.2	      1
   5.7	    168	 367523	 100970	   -3.3	      1
   5.6	     86	 337427	 101674	    3.6	      1
   2.1	    105	      0	 102000	   14.1	      1
   8.9	    105	 1341566	 101487	   11.2	      1
  12.0	    124	 3294765	 100323	    2.9	      1
   2.4	    324	      0	 102069	   -4.5	      1
   3.0	    177	      0	 100521	   12.6	      1
  13.1	    150	 4368436	 101501	    6.1	      1
   9.9	     42	 1838327	 101525	    7.5	      1
  21.8	    324	 6651285	 101042	   -1.9	      1
   8.8	     18	 1322533	 101161	    3.5	      1
   2.5	    351	      0	 100516	    0.2	      1
   5.2	    230	 260074	 101490	   14.6	      1
   6.4	    296	 488556	 101130	   10.5	      1
   7.1	     27	 669103	 101343	   10.1	      1
   8.0	     18	 1008266	 101680	    3.1	      1
  12.5	    192	 3815026	 101132	    0.1	      1
  10.2	    350	 2042860	 101750	    4.4	      1
   5.8	    342	 365656	 102032	   13.1	      1
   3.5	    120	      0	 101415	    5.5	      1
   6.5	    336	 554838	 101340	   -4.6	      1
  14.6	     97	 5962972	 101664	    8.3	      1
   2.1	     59	      0	 101392	   11.7	      1
  12.2	     74	 3356697	 100833	   14.1	      1
   4.4	    272	      0	 100529	   -0.5	      1
   6.4	    205	 496540	 101383	    6.3	      1
  10.3	    314	 2069730	 101436	   12.5	      1
  19.1	    219	 6687614	 100970	   -3.6	      1
   4.8	    182	      0	 100638	   -2.7	      1
   5.4	     11	 297553	 100733	   13.9	      1
  11.1	    290	 2680552	 100389	   -3.9	      1
   4.1	    129	      0	 100797	   -2.7	      1
  17.0	    352	 6746757	 102099	   -3.0	      1
   5.6	    312	 338936	 102186	    6.6	      1
   5.3	    275	 274109	 100599	   10.6	      0
   2.8	     52	      0	 101093	   -2.8	      1
  14.1	    206	 5273255	 100975	   10.0	      0
   5.6	    290	 343370	 100760	    1.3	      1
  12.2	    170	 3486825	 100750	    2.6	      1
  15.9	    357	 6460588	 102002	    8.7	      1
  13.6	    314	 4850721	 102072	    6.3	      1
   1.1	     79	      0	 100637	   12.1	      1
   2.4	    150	      0	 101665	    9.2	      1
   4.2	    159	      0	 100482	    9.4	      1
  15.2	    116	 6634743	 100442	   -2.9	      1
  12.0	    183	 3345680	 100370	    3.8	      1
  17.2	    193	 6380323	 101470	   10.8	      1
  10.4	    311	 2127397	 101184	   10.4	      1
   5.7	    115	 341872	 101670	   15.0	      1
   3.4	     20	      0	 102257	    7.5	      1
   7.5	    291	 798012	 100810	    8.7	      1
   0.9	     32	      0	 101220	    7.8	      1
  10.6	    298	 2253457	 100356	    8.6	      1
   8.7	    285	 1223716	 100536	   12.5	      1
  15.2	    204	 6446682	 100744	    5.8	      1
   6.7	    108	 572193	 102071	    5.8	      1
   2.7	    137	      0	 100800	   13.9	      1
  10.0	     62	 1884176	 101352	   14.8	      1
  16.1	    215	 6607762	 100974	   -0.3	      1
   4.0	    107	      0	 102102	   14.1	      1
   6.9	    115	 633396	 101172	    0.6	      1
   6.0	     92	 424635	 101924	   -4.2	      1
   8.3	    302	 1065075	 101322	   10.5	      1
   7.0	     28	 652705	 101050	   10.0	      1
   5.7	    345	 372191	 101978	   -1.0	      1
   5.2	     33	 279254	 100864	   -4.4	      1
   7.4	    125	 789755	 102221	   -0.2	      1
  15.2	    278	 6454898	 101701	    8.1	      1
   5.8	    227	 375406	 101541	    8.1	      1
   6.5	    201	 524988	 101041	    6.9	      1
   2.8	     57	      0	 100905	   -0.5	      1
  18.4	    165	 6316200	 101531	   13.8	      1
   8.1	    308	 987843	 100356	   14.0	      1
   7.5	    269	 816828	 101812	    0.5	      1
   3.3	    312	      0	 101292	   -0.4	      1
   9.7	     84	 1766658	 100795	    5.4	      1
  11.2	    123	 2673591	 100822	    4.8	      1
   9.2	    334	 1543626	 101882	   -2.0	      1
   7.4	    103	 780327	 100894	   -0.3	      1
  11.1	     29	 2661186	 100858	   -1.4	      1
  16.5	    297	 6501534	 100373	    2.5	      1
   3.8	    105	      0	 102269	    9.7	      1
  11.2	    263	 2740665	 100969	   -0.5	      1
   6.8	    172	 608574	 102206	    2.3	      1
   6.1	    167	 422684	 101489	   11.5	      1
   4.5	     41	      0	 100644	   -1.9	      1
   7.7	     42	 911216	 101275	   -3.7	      1
   9.4	    146	 1621522	 100492	   -4.6	      1
  18.0	     54	 6573703	 101273	    1.9	      1
   7.1	    141	 683866	 100443	    9.1	      1
  11.1	    236	 2569315	 102250	   14.2	      1
  16.2	    187	 6446863	 101687	    8.4	      1
   5.4	    336	 302645	 101736	    8.8	      1
  26.8	    309	      0	 100454	   14.6	      1
   5.3	    211	 289409	 101822	    2.3	      1
  13.1	     72	 4265487	 102249	   11.2	      1
  13.2	    331	 4556055	 101169	   -2.6	      1
  10.6	     11	 2259744	 101135	    7.6	      1
  12.9	    295	 4122255	 101024	    7.1	      1
  21.6	    159	 6462795	 101978	    8.6	      1
   2.6	    118	      0	 101764	    4.3	      1
  15.6	     44	 6364855	 101413	   11.3	      1
   5.1	    174	 247643	 101652	    8.9	      1
   4.9	    341	      0	 101360	   14.8	      1
   4.6	    113	      0	 101887	   -2.0	      1
  10.8	    182	 2463500	 101898	    4.8	      1
  20.1	    347	 6314850	 100799	   11.8	      1
   4.4	     81	      0	 100854	   -3.4	      1
   9.4	     14	 1582389	 100671	    9.2	      1
  13.5	    151	 4794675	 101898	    1.9	      1
  12.9	    177	 4068143	 100327	    7.2	      1
   1.0	     55	      0	 101357	    0.7	      1
   4.6	    354	      0	 100533	    8.8	      1
   3.6	    251	      0	 100669	   -2.3	      1
   7.2	    194	 722598	 102089	    5.1	      1
   9.0	     44	 1402609	 100370	    3.2	      1
  11.9	    141	 3198076	 102103	   11.8	      1
  20.4	    140	 6503669	 101535	    5.6	      1
   4.3	     53	      0	 102296	   -3.8	      1
   3.9	     79	      0	 102136	    9.6	      1
   7.1	     38	 672091	 101163	   10.4	      1
   9.9	    110	 1798161	 100808	   14.7	      1
   7.4	    123	 778668	 100323	   -0.5	      1
  16.8	     32	 6372053	 101223	   10.5	      1
   9.4	     52	 1631049	 102259	    6.0	      1
   9.9	    199	 1872019	 100985	    1.7	      1
  13.6	    312	 5012304	 101847	   -0.2	      1
  11.3	     27	 2677585	 100535	   14.0	      1
   5.5	    139	 326893	 100779	   -4.0	      1
   1.2	    114	      0	 100370	   -1.0	      1
  13.6	     32	 4927023	 100464	   -2.7	      1
   3.8	    288	      0	 102152	    9.7	      1
  17.3	    141	 6537535	 100917	    2.4	      1
   4.9	    327	      0	 100730	   12.7	      1
  24.9	     52	 6450731	 100672	    5.5	      1
   8.6	    330	 1246326	 100451	   -2.4	      1
   3.3	    161	      0	 101625	   -4.4	      1
   3.9	    298	      0	 102174	    9.8	      1
  12.5	    327	 3811362	 101530	    2.2	      1
   1.1	    358	      0	 101477	    0.8	      1
   5.0	    157	      0	 100359	    2.7	      0
   6.7	     69	 606883	 102272	   -1.4	      1
   4.3	    210	      0	 102074	   -1.1	      1
  22.5	    100	 6522605	 100580	    2.1	      1
   8.6	     33	 1275015	 101828	   -0.8	      1
   6.0	    129	 432164	 102111	   -2.0	      1
  15.5	     41	 6587951	 102085	    3.5	      1
  11.6	    334	 2872028	 101006	   14.5	      1
  14.0	    205	 5162568	 102008	   11.1	      1
   2.9	    163	      0	 101188	   13.2	      1
   9.1	    338	 1443239	 101723	    5.7	      1
  19.7	     56	 6327051	 101961	   14.6	      1
  15.2	     26	 6450994	 100565	    5.2	      1
  10.7	     39	 2337668	 101790	    8.1	      1
   3.0	    323	      0	 101077	    5.9	      1
  12.9	    139	 4164823	 100696	    3.9	      1
  10.2	    247	 2029154	 101531	   11.2	      1
  13.6	    171	 4929478	 100481	   -3.3	      1
  11.8	    133	 3152260	 101013	    3.5	      1
   4.5	    201	      0	 100383	   -1.6	      1
  10.2	    206	 2013365	 102117	   14.8	      1
  12.1	    209	 3316357	 100869	   11.4	      1
   5.6	     30	 335245	 101614	    6.6	      1
  17.4	    266	 6697600	 102152	   -0.9	      1
   4.2	    127	      0	 101845	   -2.8	      1
   3.5	    208	      0	 101590	   12.9	      1
   7.6	     44	 842780	 100409	    5.0	      1
   7.4	    355	 755404	 101897	   11.1	      1
   7.6	    104	 847737	 100635	    3.4	      1
   4.8	    167	      0	 100752	    0.6	      1
  11.5	    206	 2909218	 101261	    9.8	      1
   7.6	    195	 850702	 102206	    8.4	      1
  14.3	     38	 5592469	 101759	    9.7	      1
  17.1	     46	 6502051	 100940	    4.0	      1
   9.1	    320	 1419674	 101141	   11.6	      1
   6.3	     55	 454515	 100359	   12.9	      1
   6.8	    315	 579682	 100978	   14.0	      1
   2.0	    312	      0	 101041	   10.4	      1
   1.5	     18	      0	 100375	   13.0	      1
   9.4	     51	 1569278	 102028	   12.9	      1
  11.6	    152	 2951414	 101261	   11.4	      1
  15.9	     11	 6263254	 101029	   14.8	      1
   2.5	     29	      0	 101177	   -0.6	      1
   3.0	     91	      0	 102271	   14.6	      1
   4.7	    303	      0	 101712	   -2.7	      1
   3.8	    290	      0	 101857	   -1.9	      1
  19.3	    116	 6451840	 101883	    8.8	      1
  24.6	     75	 6573968	 100981	    1.1	      1
   6.4	     23	 495630	 101931	    7.7	      1
  15.0	    357	 6713828	 101596	   -3.0	      1
  11.1	    297	 2701228	 101050	    1.1	      1
   3.4	      4	      0	 100849	   14.0	      1
   0.6	    172	      0	 100924	    8.9	      1
   9.5	    181	 1652988	 100726	    2.3	      1
   7.8	    341	 890051	 100803	   12.4	      1
  19.9	    247	 6269951	 100759	   13.8	      1
   4.9	    109	      0	 101789	   11.1	      1
  11.7	    143	 2969496	 100875	   12.1	      1
  12.2	    341	 3548155	 101663	    0.4	      1
   3.0	    125	      0	 101576	    1.5	      1
   2.1	    244	      0	 101818	    6.5	      1
  11.1	    102	 2676843	 100987	   -1.6	      1
  14.1	    358	 5371691	 100873	    3.3	      1
   9.0	    343	 1386956	 100632	    7.9	      1
   2.5	     72	      0	 101753	    4.5	      1
  14.1	    128	 5683652	 101992	   -4.4	      1
  18.5	    352	 6381515	 101528	   10.9	      1
  10.6	    266	 2326025	 100986	    2.8	      1
   5.5	    238	 331104	 102040	    0.9	      1
  11.2	    353	 2774180	 102048	   -2.7	      1
   7.1	     82	 667416	 101902	   11.4	      1
   3.1	     55	      0	 101751	    7.8	      1
  18.4	     94	 6403594	 100459	    6.9	      1
  11.0	    259	 2643064	 101329	    0.3	      1
   4.0	    152	      0	 101185	   14.7	      1
   2.1	     72	      0	 101976	    2.1	      1
   5.0	    264	 246690	 102297	    1.2	      1
   1.9	     60	      0	 101558	   -2.2	      1
   4.1	     32	      0	 100649	   -3.3	      1
   4.9	     93	      0	 100918	    7.7	      1
   9.1	    298	 1471866	 102234	   -0.7	      1
   8.5	    313	 1162564	 102103	   10.9	      1
   3.2	    112	      0	 101725	   14.8	      1
   8.1	    168	 1019817	 102156	    9.4	      1
  11.0	    156	 2559531	 101260	    3.6	      1
   8.1	    266	 994310	 100623	   14.7	      1
  10.4	    198	 2180078	 100458	    0.6	      1
   3.5	    224	      0	 100980	    4.3	      1
   1.9	     53	      0	 100909	    9.9	      1
   9.3	    336	 1591597	 101679	   -3.0	      1
   5.3	     94	 279114	 101206	    6.4	      1
  10.8	    266	 2414251	 102291	   10.1	      1
  17.2	    171	 6708416	 101590	   -2.8	      1
   7.1	    212	 685036	 100840	    0.6	      1
   7.3	      5	 741585	 101552	   10.7	      1
  11.6	    221	 2988862	 100369	    6.8	      1
  12.2	    332	 3406098	 101079	   12.5	      1
  14.7	     54	 6354882	 102096	   -2.7	      1
  17.6	    182	 6340115	 101087	   11.5	      1
  16.4	    140	 6675148	 101807	   -0.9	      1
   6.3	     90	 481741	 101213	    2.0	      1
   7.5	    351	 788490	 101430	    8.4	      1
   7.2	     64	 732420	 101183	    0.5	      1
   9.6	    257	 1718322	 100319	    4.1	      1
   5.7	    268	 354403	 100866	    7.2	      1
   8.0	    106	 975013	 100415	    7.3	      1
  12.3	    109	 3488317	 101654	   12.5	      1
   4.8	    148	      0	 100976	   -1.2	      1
   9.2	    296	 1469239	 101158	    6.9	      1
   3.9	    185	      0	 100587	    5.9	      1
   8.4	     17	 1124269	 100974	    8.6	      1
   4.8	    347	      0	 101831	   14.4	      1
   6.4	    100	 517947	 101609	   -1.2	      1
   4.6	    358	      0	 101984	    6.2	      1
   2.9	     61	      0	 101552	   -4.4	      1
   3.8	     44	      0	 100875	    1.8	      1
   5.1	    120	 257739	 100823	    0.3	      1
   3.3	    230	      0	 101695	   11.7	      1
  14.7	    139	 5987862	 100962	    8.2	      1
   4.1	    102	      0	 100324	    9.4	      1
  22.9	     27	 6240780	 100699	   14.9	      1
  11.8	    302	 3263014	 101811	   -0.1	      1
  10.5	     66	 2247352	 102212	    7.9	      1
   9.7	    168	 1818837	 100798	   -3.2	      1
  20.3	    105	 6430809	 102019	   10.1	      1
  10.3	    345	 2129972	 100580	   -3.2	      1
  11.9	    148	 3304492	 100471	   -3.2	      1
  17.9	    344	 6589180	 100603	   -0.6	      1
  14.6	    199	 6218299	 100661	   -4.1	      0
   5.3	    264	 295948	 102264	    1.6	      1
   5.7	    318	 361048	 101577	    9.1	      1
   9.8	    153	 1772394	 100769	    8.8	      1
   6.8	     14	 602413	 101243	   12.3	      1
  10.2	    186	 2027459	 101711	   11.6	      1
   9.7	    350	 1802391	 102144	    0.5	      1
   5.1	    233	 252514	 100968	    8.6	      1
  16.4	    195	 6595359	 100456	   -1.2	      1
   4.3	    321	      0	 102159	   -1.0	      1
   8.3	     61	 1123168	 101013	    0.5	      1
   4.5	    305	      0	 101501	    9.9	      1
   2.1	     25	      0	 102041	   -2.9	      1
  12.4	    279	 3783337	 102135	   -2.6	      1
   4.9	    209	      0	 101162	    1.7	      1
   3.9	    133	      0	 100523	    2.6	      1
   7.2	    290	 692513	 101521	   11.3	      1
   7.6	    312	 829337	 100749	    3.9	      1
   6.8	    188	 613376	 101930	    8.7	      1
   2.8	    232	      0	 100917	   13.1	      1
   7.2	    127	 691490	 100794	   12.6	      1
   6.5	     91	 508017	 101990	   12.7	      1
   4.1	    293	      0	 101300	    5.8	      1
  13.3	    312	 4389304	 101066	   14.3	      1
   9.6	    116	 1703544	 100997	    1.1	      1
   2.6	     63	      0	 100439	   -4.0	      1
   9.8	    261	 1755610	 100377	   12.2	      1
  15.1	    343	 6387939	 102253	   12.6	      1
  11.9	     27	 3367245	 101704	   -3.6	      1
  17.8	    302	 6422554	 100427	    6.0	      1
   9.1	     31	 1435855	 101630	    4.8	      1
   9.3	    279	 1620742	 100956	   -4.1	      1
  10.4	    167	 2168883	 102194	    4.7	      0
  16.0	     76	 6484781	 100765	    4.3	      1
   6.2	    156	 441526	 101171	   11.2	      1
   3.8	     92	      0	 100821	   13.9	      0
   1.0	    349	      0	 102069	   -0.6	      1
   9.8	    122	 1792268	 101735	   12.3	      1
   2.0	     50	      0	 101657	   -3.2	      1
  10.0	     15	 1871727	 100639	   10.0	      1
   2.4	    324	      0	 101970	   11.3	      1
   9.5	     41	 1676568	 100503	   -2.8	      1
  15.1	    231	 6470540	 100398	    3.9	      1
   1.3	      4	      0	 101777	    9.3	      1
   6.4	    290	 525563	 102000	    0.6	      1
   5.7	      4	 350333	 101033	   11.8	      1
   3.8	    332	      0	 100734	   -3.9	      1
  14.1	     53	 5491772	 100527	    1.1	      1
   8.9	     90	 1416341	 101399	   -1.9	      1
   2.7	    351	      0	 101772	    4.6	      1
  14.1	    360	 5587531	 101707	   -1.1	      1
  10.7	     60	 2382137	 101155	    1.6	      1
  12.8	     77	 4102315	 101675	    4.9	      1
   8.3	    225	 1064315	 100723	    8.7	      1
  10.0	     51	 1872523	 100700	    9.0	      1
   9.8	    353	 1807431	 101408	    4.4	      1
   5.0	    123	      0	 101788	   13.3	      1
  15.5	    334	 6329108	 100613	   10.7	      1
   4.8	     87	      0	 101510	   13.7	      1
   9.2	    112	 1453734	 101205	   11.8	      1
  22.4	    342	 6663825	 101446	   -1.4	      1
   7.8	    139	 928026	 101966	   -2.3	      1
   4.6	    134	      0	 101623	    4.6	      1
   1.3	     68	      0	 101290	    2.4	      1
   2.3	    167	      0	 100380	    3.5	      1
   6.1	    273	 449416	 102037	    0.2	      1
   8.2	    326	 1046982	 102290	    7.6	      1
  10.0	    130	 1939114	 100902	    6.0	      1
   5.8	    238	 387750	 101861	    4.1	      1
   0.9	    315	      0	 100595	   -2.0	      1
   7.7	    289	 902398	 102176	   -1.6	      1
   8.3	    337	 1064875	 101124	   11.4	      1
   3.3	    197	      0	 102086	   -3.6	      1
   9.1	    245	 1473431	 102023	    4.8	      1
  10.5	      3	 2257455	 102027	    7.6	      1
  11.1	    341	 2587121	 102282	   13.6	      1
   5.2	     83	 260616	 100563	   12.9	      0
   3.8	    204	      0	 101594	    5.7	      1
   3.2	    336	      0	 100711	   -1.6	      1
  10.5	    256	 2204996	 101245	   10.7	      1
   6.2	    327	 474343	 101725	   -4.8	      1
  10.9	    147	 2561723	 101704	    1.3	      1
  13.0	    302	 4237340	 101516	    6.7	      1
   4.2	    324	      0	 102116	    0.8	      1
   2.1	      8	      0	 100952	   -0.4	      1
   8.9	     97	 1376042	 101614	    0.3	      1
  14.1	     36	 5596644	 101306	   -3.3	      1
   4.0	    295	      0	 100386	    2.7	      1
   5.9	     32	 396740	 100385	    1.3	      1
   8.0	    174	 1000474	 102219	    8.1	      1
   6.5	    308	 526688	 100485	    1.8	      1
   3.5	    331	      0	 101183	   -1.8	      1
   8.7	    206	 1265597	 100430	    4.9	      1
   6.5	    202	 511699	 101241	   14.1	      1
   9.4	    295	 1573479	 100555	   11.0	      1
   5.3	     30	 277434	 101217	    6.2	      1
   8.2	    150	 1026314	 100372	   10.3	      1
  15.2	     74	 6655396	 100746	   -2.9	      1
   8.7	    335	 1325465	 101528	   -4.6	      0
  12.0	     20	 3262888	 101857	   12.2	      1
   0.6	    121	      0	 100790	   -2.9	      1
  21.4	    166	 6544331	 101542	    3.9	      1
  10.4	    188	 2163808	 101183	    5.6	      1
   7.6	    326	 857344	 101919	    6.0	      1
   3.7	     59	      0	 101205	    7.0	      1
   6.0	     76	 399410	 100795	   14.7	      1
  13.2	    347	 4397191	 101527	    5.6	      1
   1.5	    133	      0	 100378	   -0.1	      1
   0.8	     35	      0	 100860	    1.3	      1
   5.7	    138	 374824	 100792	   -4.6	      1
  10.8	     22	 2357973	 100774	   13.3	      1
  23.1	    295	 6313138	 100713	   11.7	      1
   8.7	    160	 1257795	 100883	    9.9	      1
  16.5	      7	 6637363	 102285	    2.0	      1
  20.8	     58	 6707525	 101446	   -3.1	      1
  10.5	    221	 2289948	 101664	   -4.5	      1
   7.6	    308	 809084	 100449	   12.6	      1
  10.4	    133	 2119092	 101233	    7.2	      1
   7.0	    279	 669147	 102078	    4.5	      1
   6.2	    144	 461857	 101299	    5.2	      1
   9.3	    121	 1566071	 101611	    1.8	      1
  11.7	    101	 3058655	 101953	   10.2	      1
   8.5	    327	 1165365	 101170	    6.2	      1
   4.3	    121	      0	 101785	   14.9	      1
   3.9	    205	      0	 101268	    5.8	      1
  15.4	    163	 6490877	 102224	    8.0	      1
  12.4	     42	 3657089	 101290	    7.8	      1
   8.5	     78	 1150871	 100577	   10.5	      1
   7.1	    314	 685083	 100411	    3.0	      1
  16.2	    347	 6572191	 100595	    0.1	      1
  22.5	    275	 6578735	 101764	    3.0	      1
   7.9	    310	 928909	 101225	   14.5	      1
  16.6	    329	 6767427	 101886	   -4.4	      1
   9.2	    186	 1489213	 101333	    3.1	      1
   8.9	    113	 1304133	 101190	   14.1	      1
   3.8	      0	      0	 100626	    2.1	      1
  15.6	     26	 6266977	 100643	   13.6	      1
   1.1	    157	      0	 102149	    9.2	      1
  17.8	    344	 6575459	 101656	    2.9	      1
   2.9	    292	      0	 102165	    5.0	      1
   4.6	    160	      0	 100507	    1.5	      1
   4.0	     28	      0	 100605	    9.6	      1
  14.6	     53	 6293602	 102018	   -4.0	      1
  12.1	    355	 3354273	 101916	   10.7	      1
   2.0	    279	      0	 100345	    4.2	      1
   7.9	    101	 960301	 100882	    1.6	      1
   2.7	    293	      0	 101054	   -0.8	      1
   9.9	    258	 1893921	 101153	    1.8	      1
  18.0	     99	 6720991	 101383	   -3.8	      1
   9.5	     66	 1614404	 102208	   14.9	      1
   5.4	    295	 297881	 101853	    7.8	      1
   5.9	    276	 380388	 101230	    9.8	      1
  16.9	    354	 6591011	 102267	    3.9	      1
   9.5	    296	 1618232	 100446	    8.2	      1
   7.2	    341	 736850	 100913	   -1.9	      1
  11.7	      4	 3157256	 102104	    3.5	      1
